IndexName,date,nav
NIFTY SMALLCAP 250,31-Mar-23,10982.49
NIFTY SMALLCAP 250,03-Apr-23,11069.19
NIFTY SMALLCAP 250,05-Apr-23,11143.67
NIFTY SMALLCAP 250,06-Apr-23,11226.49
NIFTY SMALLCAP 250,10-Apr-23,11245.93
NIFTY SMALLCAP 250,11-Apr-23,11297.62
NIFTY SMALLCAP 250,12-Apr-23,11340.66
NIFTY SMALLCAP 250,13-Apr-23,11375.83
NIFTY SMALLCAP 250,17-Apr-23,11393.69
NIFTY SMALLCAP 250,18-Apr-23,11401.85
NIFTY SMALLCAP 250,19-Apr-23,11401.95
NIFTY SMALLCAP 250,20-Apr-23,11433.08
NIFTY SMALLCAP 250,21-Apr-23,11411.7
NIFTY SMALLCAP 250,24-Apr-23,11465.8
