,IndexName,Date,Total Returns Index
43,NIFTY MIDCAP 150,31 Oct 2022,14824.43
44,NIFTY MIDCAP 150,28 Oct 2022,14633.09
45,NIFTY MIDCAP 150,27 Oct 2022,14728.33
46,NIFTY MIDCAP 150,25 Oct 2022,14636.91
47,NIFTY MIDCAP 150,24 Oct 2022,14617.05
48,NIFTY MIDCAP 150,21 Oct 2022,14535.35
49,NIFTY MIDCAP 150,20 Oct 2022,14621.02
50,NIFTY MIDCAP 150,19 Oct 2022,14660.68
51,NIFTY MIDCAP 150,18 Oct 2022,14647.96
52,NIFTY MIDCAP 150,17 Oct 2022,14502.94
53,NIFTY MIDCAP 150,14 Oct 2022,14477.96
54,NIFTY MIDCAP 150,13 Oct 2022,14488.05
55,NIFTY MIDCAP 150,12 Oct 2022,14578.88
56,NIFTY MIDCAP 150,11 Oct 2022,14497.14
57,NIFTY MIDCAP 150,10 Oct 2022,14733.31
58,NIFTY MIDCAP 150,07 Oct 2022,14866.91
59,NIFTY MIDCAP 150,06 Oct 2022,14904.77
60,NIFTY MIDCAP 150,04 Oct 2022,14731.14
61,NIFTY MIDCAP 150,03 Oct 2022,14405.14
62,NIFTY MIDCAP 150,30 Sep 2022,14556.43
63,NIFTY MIDCAP 150,29 Sep 2022,14349.29
64,NIFTY MIDCAP 150,28 Sep 2022,14287.85
65,NIFTY MIDCAP 150,27 Sep 2022,14325.76
66,NIFTY MIDCAP 150,26 Sep 2022,14315.7
67,NIFTY MIDCAP 150,23 Sep 2022,14753.08
68,NIFTY MIDCAP 150,22 Sep 2022,15072.18
69,NIFTY MIDCAP 150,21 Sep 2022,15022.27
70,NIFTY MIDCAP 150,20 Sep 2022,15126.87
71,NIFTY MIDCAP 150,19 Sep 2022,14907.34
72,NIFTY MIDCAP 150,16 Sep 2022,14900.67
73,NIFTY MIDCAP 150,15 Sep 2022,15287.2
74,NIFTY MIDCAP 150,14 Sep 2022,15230.45
75,NIFTY MIDCAP 150,13 Sep 2022,15282.98
76,NIFTY MIDCAP 150,12 Sep 2022,15261.03
77,NIFTY MIDCAP 150,09 Sep 2022,15137.47
78,NIFTY MIDCAP 150,08 Sep 2022,15076.74
79,NIFTY MIDCAP 150,07 Sep 2022,15024.42
80,NIFTY MIDCAP 150,06 Sep 2022,14944.66
81,NIFTY MIDCAP 150,05 Sep 2022,14888.83
82,NIFTY MIDCAP 150,02 Sep 2022,14807.98
83,NIFTY MIDCAP 150,01 Sep 2022,14846.51
84,NIFTY MIDCAP 150,30 Aug 2022,14806.56
85,NIFTY MIDCAP 150,29 Aug 2022,14515.71
86,NIFTY MIDCAP 150,26 Aug 2022,14636.38
87,NIFTY MIDCAP 150,25 Aug 2022,14580.53
88,NIFTY MIDCAP 150,24 Aug 2022,14567.04
89,NIFTY MIDCAP 150,23 Aug 2022,14471.92
90,NIFTY MIDCAP 150,22 Aug 2022,14335.52
91,NIFTY MIDCAP 150,19 Aug 2022,14599.45
92,NIFTY MIDCAP 150,18 Aug 2022,14782.9
93,NIFTY MIDCAP 150,17 Aug 2022,14757.15
94,NIFTY MIDCAP 150,16 Aug 2022,14695.56
95,NIFTY MIDCAP 150,12 Aug 2022,14498.88
96,NIFTY MIDCAP 150,11 Aug 2022,14405.59
97,NIFTY MIDCAP 150,10 Aug 2022,14289.62
98,NIFTY MIDCAP 150,08 Aug 2022,14318.75
99,NIFTY MIDCAP 150,05 Aug 2022,14281.34
100,NIFTY MIDCAP 150,04 Aug 2022,14236.62
101,NIFTY MIDCAP 150,03 Aug 2022,14157.6
102,NIFTY MIDCAP 150,02 Aug 2022,14231.7
103,NIFTY MIDCAP 150,01 Aug 2022,14162.63
104,NIFTY MIDCAP 150,29 Jul 2022,13951.46
105,NIFTY MIDCAP 150,28 Jul 2022,13759.31
106,NIFTY MIDCAP 150,27 Jul 2022,13658.27
107,NIFTY MIDCAP 150,26 Jul 2022,13541.64
108,NIFTY MIDCAP 150,25 Jul 2022,13687.81
109,NIFTY MIDCAP 150,22 Jul 2022,13697.21
110,NIFTY MIDCAP 150,21 Jul 2022,13672.73
111,NIFTY MIDCAP 150,20 Jul 2022,13496.65
112,NIFTY MIDCAP 150,19 Jul 2022,13477.51
113,NIFTY MIDCAP 150,18 Jul 2022,13375.01
114,NIFTY MIDCAP 150,15 Jul 2022,13195.82
115,NIFTY MIDCAP 150,14 Jul 2022,13107.66
116,NIFTY MIDCAP 150,13 Jul 2022,13114.61
117,NIFTY MIDCAP 150,12 Jul 2022,13101.38
118,NIFTY MIDCAP 150,11 Jul 2022,13169.2
119,NIFTY MIDCAP 150,08 Jul 2022,13037.76
120,NIFTY MIDCAP 150,07 Jul 2022,13009.63
121,NIFTY MIDCAP 150,06 Jul 2022,12835.2
122,NIFTY MIDCAP 150,05 Jul 2022,12609.5
123,NIFTY MIDCAP 150,04 Jul 2022,12621.63
124,NIFTY MIDCAP 150,01 Jul 2022,12537.29
125,NIFTY MIDCAP 150,30 Jun 2022,12493.52
126,NIFTY MIDCAP 150,29 Jun 2022,12564.05
127,NIFTY MIDCAP 150,28 Jun 2022,12591.91
128,NIFTY MIDCAP 150,27 Jun 2022,12542.55
129,NIFTY MIDCAP 150,24 Jun 2022,12414.49
130,NIFTY MIDCAP 150,23 Jun 2022,12245.4
131,NIFTY MIDCAP 150,22 Jun 2022,12105.55
132,NIFTY MIDCAP 150,21 Jun 2022,12283.41
133,NIFTY MIDCAP 150,20 Jun 2022,11913.98
134,NIFTY MIDCAP 150,17 Jun 2022,12152.62
135,NIFTY MIDCAP 150,16 Jun 2022,12292.24
136,NIFTY MIDCAP 150,15 Jun 2022,12571.33
137,NIFTY MIDCAP 150,14 Jun 2022,12520.8
138,NIFTY MIDCAP 150,13 Jun 2022,12549.78
139,NIFTY MIDCAP 150,10 Jun 2022,12898.83
140,NIFTY MIDCAP 150,09 Jun 2022,12988.94
141,NIFTY MIDCAP 150,08 Jun 2022,12933.44
142,NIFTY MIDCAP 150,07 Jun 2022,12987.06
143,NIFTY MIDCAP 150,06 Jun 2022,13076.76
144,NIFTY MIDCAP 150,03 Jun 2022,13101.78
145,NIFTY MIDCAP 150,02 Jun 2022,13302.83
146,NIFTY MIDCAP 150,01 Jun 2022,13233.54
147,NIFTY MIDCAP 150,31 May 2022,13185.01
148,NIFTY MIDCAP 150,30 May 2022,13179.34
149,NIFTY MIDCAP 150,27 May 2022,12874.98
150,NIFTY MIDCAP 150,26 May 2022,12715.01
151,NIFTY MIDCAP 150,25 May 2022,12565.86
152,NIFTY MIDCAP 150,24 May 2022,12858.48
153,NIFTY MIDCAP 150,23 May 2022,12938.57
154,NIFTY MIDCAP 150,20 May 2022,12990.15
155,NIFTY MIDCAP 150,19 May 2022,12730.71
156,NIFTY MIDCAP 150,18 May 2022,13086.37
157,NIFTY MIDCAP 150,17 May 2022,13102.32
158,NIFTY MIDCAP 150,16 May 2022,12779.81
159,NIFTY MIDCAP 150,13 May 2022,12619.03
160,NIFTY MIDCAP 150,12 May 2022,12495.61
161,NIFTY MIDCAP 150,11 May 2022,12769.61
162,NIFTY MIDCAP 150,10 May 2022,12857.41
163,NIFTY MIDCAP 150,09 May 2022,13096.1
164,NIFTY MIDCAP 150,06 May 2022,13325.79
165,NIFTY MIDCAP 150,05 May 2022,13558.63
166,NIFTY MIDCAP 150,04 May 2022,13555.47
167,NIFTY MIDCAP 150,02 May 2022,13839.23
168,NIFTY MIDCAP 150,29 Apr 2022,13910.1
169,NIFTY MIDCAP 150,28 Apr 2022,14006.36
170,NIFTY MIDCAP 150,27 Apr 2022,13924.31
171,NIFTY MIDCAP 150,26 Apr 2022,14040.73
172,NIFTY MIDCAP 150,25 Apr 2022,13840.72
173,NIFTY MIDCAP 150,22 Apr 2022,14096.38
174,NIFTY MIDCAP 150,21 Apr 2022,14214.22
175,NIFTY MIDCAP 150,20 Apr 2022,14068.64
176,NIFTY MIDCAP 150,19 Apr 2022,13979.66
177,NIFTY MIDCAP 150,18 Apr 2022,14150.18
178,NIFTY MIDCAP 150,13 Apr 2022,14313.47
179,NIFTY MIDCAP 150,12 Apr 2022,14326.21
180,NIFTY MIDCAP 150,11 Apr 2022,14587.26
181,NIFTY MIDCAP 150,08 Apr 2022,14486.66
182,NIFTY MIDCAP 150,07 Apr 2022,14351.49
183,NIFTY MIDCAP 150,06 Apr 2022,14479.02
184,NIFTY MIDCAP 150,05 Apr 2022,14414.9
185,NIFTY MIDCAP 150,04 Apr 2022,14204.96
186,NIFTY MIDCAP 150,01 Apr 2022,13997.36
187,NIFTY MIDCAP 150,31 Mar 2022,13821.4
188,NIFTY MIDCAP 150,30 Mar 2022,13772.58
189,NIFTY MIDCAP 150,29 Mar 2022,13648.76
190,NIFTY MIDCAP 150,28 Mar 2022,13566.24
191,NIFTY MIDCAP 150,25 Mar 2022,13588.19
192,NIFTY MIDCAP 150,24 Mar 2022,13615.72
193,NIFTY MIDCAP 150,23 Mar 2022,13543.59
194,NIFTY MIDCAP 150,22 Mar 2022,13496.51
195,NIFTY MIDCAP 150,21 Mar 2022,13478.48
196,NIFTY MIDCAP 150,17 Mar 2022,13495.28
197,NIFTY MIDCAP 150,16 Mar 2022,13332.65
198,NIFTY MIDCAP 150,15 Mar 2022,13077.42
199,NIFTY MIDCAP 150,14 Mar 2022,13183.36
200,NIFTY MIDCAP 150,11 Mar 2022,13164.87
201,NIFTY MIDCAP 150,10 Mar 2022,13092.17
202,NIFTY MIDCAP 150,09 Mar 2022,12957.76
203,NIFTY MIDCAP 150,08 Mar 2022,12699.89
204,NIFTY MIDCAP 150,07 Mar 2022,12566.37
205,NIFTY MIDCAP 150,04 Mar 2022,12848.63
206,NIFTY MIDCAP 150,03 Mar 2022,13117.19
207,NIFTY MIDCAP 150,02 Mar 2022,13152.01
208,NIFTY MIDCAP 150,28 Feb 2022,13183.22
209,NIFTY MIDCAP 150,25 Feb 2022,13072.04
210,NIFTY MIDCAP 150,24 Feb 2022,12578.83
211,NIFTY MIDCAP 150,23 Feb 2022,13296.18
212,NIFTY MIDCAP 150,22 Feb 2022,13245.99
213,NIFTY MIDCAP 150,21 Feb 2022,13367.73
214,NIFTY MIDCAP 150,18 Feb 2022,13520.09
215,NIFTY MIDCAP 150,17 Feb 2022,13636.39
216,NIFTY MIDCAP 150,16 Feb 2022,13667.74
217,NIFTY MIDCAP 150,15 Feb 2022,13690.1
218,NIFTY MIDCAP 150,14 Feb 2022,13342.14
219,NIFTY MIDCAP 150,11 Feb 2022,13872.59
220,NIFTY MIDCAP 150,10 Feb 2022,14148.53
221,NIFTY MIDCAP 150,09 Feb 2022,14113.33
222,NIFTY MIDCAP 150,08 Feb 2022,13955.82
223,NIFTY MIDCAP 150,07 Feb 2022,14066.43
224,NIFTY MIDCAP 150,04 Feb 2022,14191.45
225,NIFTY MIDCAP 150,03 Feb 2022,14300.72
226,NIFTY MIDCAP 150,02 Feb 2022,14441.24
227,NIFTY MIDCAP 150,01 Feb 2022,14279.31
228,NIFTY MIDCAP 150,31 Jan 2022,14133.66
229,NIFTY MIDCAP 150,28 Jan 2022,13921.53
230,NIFTY MIDCAP 150,27 Jan 2022,13739.25
231,NIFTY MIDCAP 150,25 Jan 2022,13894.51
232,NIFTY MIDCAP 150,24 Jan 2022,13775.26
233,NIFTY MIDCAP 150,21 Jan 2022,14303.5
234,NIFTY MIDCAP 150,20 Jan 2022,14612.49
235,NIFTY MIDCAP 150,19 Jan 2022,14648.9
236,NIFTY MIDCAP 150,18 Jan 2022,14671.3
237,NIFTY MIDCAP 150,17 Jan 2022,14949.2
238,NIFTY MIDCAP 150,14 Jan 2022,14903.34
239,NIFTY MIDCAP 150,13 Jan 2022,14908.06
240,NIFTY MIDCAP 150,12 Jan 2022,14833.95
241,NIFTY MIDCAP 150,11 Jan 2022,14659.66
242,NIFTY MIDCAP 150,10 Jan 2022,14636.22
243,NIFTY MIDCAP 150,07 Jan 2022,14539.13
244,NIFTY MIDCAP 150,06 Jan 2022,14485.56
245,NIFTY MIDCAP 150,05 Jan 2022,14493.41
246,NIFTY MIDCAP 150,04 Jan 2022,14489.74
247,NIFTY MIDCAP 150,03 Jan 2022,14454.27
0,NIFTY MIDCAP 150,29 Dec 2023,21478.21
1,NIFTY MIDCAP 150,28 Dec 2023,21297.96
2,NIFTY MIDCAP 150,27 Dec 2023,21195.75
3,NIFTY MIDCAP 150,26 Dec 2023,21113.39
4,NIFTY MIDCAP 150,22 Dec 2023,20995.15
5,NIFTY MIDCAP 150,21 Dec 2023,20828.63
6,NIFTY MIDCAP 150,20 Dec 2023,20530.85
7,NIFTY MIDCAP 150,19 Dec 2023,21175.87
8,NIFTY MIDCAP 150,18 Dec 2023,21258.51
9,NIFTY MIDCAP 150,15 Dec 2023,21192.58
10,NIFTY MIDCAP 150,14 Dec 2023,21146.92
11,NIFTY MIDCAP 150,13 Dec 2023,20914.02
12,NIFTY MIDCAP 150,12 Dec 2023,20739.12
13,NIFTY MIDCAP 150,11 Dec 2023,20827.17
14,NIFTY MIDCAP 150,08 Dec 2023,20685.59
15,NIFTY MIDCAP 150,07 Dec 2023,20725.72
16,NIFTY MIDCAP 150,06 Dec 2023,20611.56
17,NIFTY MIDCAP 150,05 Dec 2023,20580.14
18,NIFTY MIDCAP 150,04 Dec 2023,20502.65
19,NIFTY MIDCAP 150,01 Dec 2023,20254.06
20,NIFTY MIDCAP 150,30 Nov 2023,20076.04
21,NIFTY MIDCAP 150,29 Nov 2023,19919.58
22,NIFTY MIDCAP 150,28 Nov 2023,19788.18
23,NIFTY MIDCAP 150,24 Nov 2023,19711.61
24,NIFTY MIDCAP 150,23 Nov 2023,19666.04
25,NIFTY MIDCAP 150,22 Nov 2023,19646.23
26,NIFTY MIDCAP 150,21 Nov 2023,19606.04
27,NIFTY MIDCAP 150,20 Nov 2023,19598.96
28,NIFTY MIDCAP 150,17 Nov 2023,19593.33
29,NIFTY MIDCAP 150,16 Nov 2023,19525.95
30,NIFTY MIDCAP 150,15 Nov 2023,19389.17
31,NIFTY MIDCAP 150,13 Nov 2023,19220.73
32,NIFTY MIDCAP 150,12 Nov 2023,19225.6
33,NIFTY MIDCAP 150,10 Nov 2023,19100.14
34,NIFTY MIDCAP 150,09 Nov 2023,19027.87
35,NIFTY MIDCAP 150,08 Nov 2023,19022.74
36,NIFTY MIDCAP 150,07 Nov 2023,18840.83
37,NIFTY MIDCAP 150,06 Nov 2023,18789.69
38,NIFTY MIDCAP 150,03 Nov 2023,18620.49
39,NIFTY MIDCAP 150,02 Nov 2023,18494.14
40,NIFTY MIDCAP 150,01 Nov 2023,18274.75
41,NIFTY MIDCAP 150,31 Oct 2023,18301.37
42,NIFTY MIDCAP 150,30 Oct 2023,18259.79
43,NIFTY MIDCAP 150,27 Oct 2023,18235.03
44,NIFTY MIDCAP 150,26 Oct 2023,17971.51
45,NIFTY MIDCAP 150,25 Oct 2023,18178.81
46,NIFTY MIDCAP 150,23 Oct 2023,18287.92
47,NIFTY MIDCAP 150,20 Oct 2023,18797.94
48,NIFTY MIDCAP 150,19 Oct 2023,18978.41
49,NIFTY MIDCAP 150,18 Oct 2023,19001.99
50,NIFTY MIDCAP 150,17 Oct 2023,19138.47
51,NIFTY MIDCAP 150,16 Oct 2023,19054.37
52,NIFTY MIDCAP 150,13 Oct 2023,19021.6
53,NIFTY MIDCAP 150,12 Oct 2023,19042.64
54,NIFTY MIDCAP 150,11 Oct 2023,18996.71
55,NIFTY MIDCAP 150,10 Oct 2023,18902.35
56,NIFTY MIDCAP 150,09 Oct 2023,18670.03
57,NIFTY MIDCAP 150,06 Oct 2023,18923.82
58,NIFTY MIDCAP 150,05 Oct 2023,18813.49
59,NIFTY MIDCAP 150,04 Oct 2023,18825.13
60,NIFTY MIDCAP 150,03 Oct 2023,19070.75
61,NIFTY MIDCAP 150,29 Sep 2023,19021.23
62,NIFTY MIDCAP 150,28 Sep 2023,18825.82
63,NIFTY MIDCAP 150,27 Sep 2023,19042.9
64,NIFTY MIDCAP 150,26 Sep 2023,18901.35
65,NIFTY MIDCAP 150,25 Sep 2023,18912.95
66,NIFTY MIDCAP 150,22 Sep 2023,18813.23
67,NIFTY MIDCAP 150,21 Sep 2023,18832.46
68,NIFTY MIDCAP 150,20 Sep 2023,18995.63
69,NIFTY MIDCAP 150,18 Sep 2023,19054.79
70,NIFTY MIDCAP 150,15 Sep 2023,19122.22
71,NIFTY MIDCAP 150,14 Sep 2023,19098.53
72,NIFTY MIDCAP 150,13 Sep 2023,18921.73
73,NIFTY MIDCAP 150,12 Sep 2023,18898.57
74,NIFTY MIDCAP 150,11 Sep 2023,19475.59
75,NIFTY MIDCAP 150,08 Sep 2023,19268.84
76,NIFTY MIDCAP 150,07 Sep 2023,19090.52
77,NIFTY MIDCAP 150,06 Sep 2023,18969.93
78,NIFTY MIDCAP 150,05 Sep 2023,18965.76
79,NIFTY MIDCAP 150,04 Sep 2023,18757.46
80,NIFTY MIDCAP 150,01 Sep 2023,18600.63
81,NIFTY MIDCAP 150,31 Aug 2023,18453.64
82,NIFTY MIDCAP 150,30 Aug 2023,18404.05
83,NIFTY MIDCAP 150,29 Aug 2023,18284.5
84,NIFTY MIDCAP 150,28 Aug 2023,18213.3
85,NIFTY MIDCAP 150,25 Aug 2023,18135.51
86,NIFTY MIDCAP 150,24 Aug 2023,18270.14
87,NIFTY MIDCAP 150,23 Aug 2023,18221.03
88,NIFTY MIDCAP 150,22 Aug 2023,18152.4
89,NIFTY MIDCAP 150,21 Aug 2023,17960.14
90,NIFTY MIDCAP 150,18 Aug 2023,17823.64
91,NIFTY MIDCAP 150,17 Aug 2023,17848.45
92,NIFTY MIDCAP 150,16 Aug 2023,17794.58
93,NIFTY MIDCAP 150,14 Aug 2023,17771.16
94,NIFTY MIDCAP 150,11 Aug 2023,17813.6
95,NIFTY MIDCAP 150,10 Aug 2023,17856.93
96,NIFTY MIDCAP 150,09 Aug 2023,17858.25
97,NIFTY MIDCAP 150,08 Aug 2023,17802.31
98,NIFTY MIDCAP 150,07 Aug 2023,17756.82
99,NIFTY MIDCAP 150,04 Aug 2023,17668.16
100,NIFTY MIDCAP 150,03 Aug 2023,17540.34
101,NIFTY MIDCAP 150,02 Aug 2023,17533.21
102,NIFTY MIDCAP 150,01 Aug 2023,17753.58
103,NIFTY MIDCAP 150,31 Jul 2023,17739.41
104,NIFTY MIDCAP 150,28 Jul 2023,17533.65
105,NIFTY MIDCAP 150,27 Jul 2023,17435.37
106,NIFTY MIDCAP 150,26 Jul 2023,17402.83
107,NIFTY MIDCAP 150,25 Jul 2023,17345.65
108,NIFTY MIDCAP 150,24 Jul 2023,17261.69
109,NIFTY MIDCAP 150,21 Jul 2023,17275.03
110,NIFTY MIDCAP 150,20 Jul 2023,17305.21
111,NIFTY MIDCAP 150,19 Jul 2023,17267.21
112,NIFTY MIDCAP 150,18 Jul 2023,17164.72
113,NIFTY MIDCAP 150,17 Jul 2023,17190.45
114,NIFTY MIDCAP 150,14 Jul 2023,17125.68
115,NIFTY MIDCAP 150,13 Jul 2023,16953.0
116,NIFTY MIDCAP 150,12 Jul 2023,17050.3
117,NIFTY MIDCAP 150,11 Jul 2023,16967.59
118,NIFTY MIDCAP 150,10 Jul 2023,16839.98
119,NIFTY MIDCAP 150,07 Jul 2023,16911.71
120,NIFTY MIDCAP 150,06 Jul 2023,17032.44
121,NIFTY MIDCAP 150,05 Jul 2023,16892.78
122,NIFTY MIDCAP 150,04 Jul 2023,16796.2
123,NIFTY MIDCAP 150,03 Jul 2023,16824.11
124,NIFTY MIDCAP 150,30 Jun 2023,16791.34
125,NIFTY MIDCAP 150,28 Jun 2023,16683.97
126,NIFTY MIDCAP 150,27 Jun 2023,16600.69
127,NIFTY MIDCAP 150,26 Jun 2023,16521.71
128,NIFTY MIDCAP 150,23 Jun 2023,16381.77
129,NIFTY MIDCAP 150,22 Jun 2023,16585.63
130,NIFTY MIDCAP 150,21 Jun 2023,16723.5
131,NIFTY MIDCAP 150,20 Jun 2023,16599.27
132,NIFTY MIDCAP 150,19 Jun 2023,16523.07
133,NIFTY MIDCAP 150,16 Jun 2023,16520.41
134,NIFTY MIDCAP 150,15 Jun 2023,16399.97
135,NIFTY MIDCAP 150,14 Jun 2023,16372.3
136,NIFTY MIDCAP 150,13 Jun 2023,16324.24
137,NIFTY MIDCAP 150,12 Jun 2023,16134.52
138,NIFTY MIDCAP 150,09 Jun 2023,16039.64
139,NIFTY MIDCAP 150,08 Jun 2023,16058.68
140,NIFTY MIDCAP 150,07 Jun 2023,16145.56
141,NIFTY MIDCAP 150,06 Jun 2023,15966.08
142,NIFTY MIDCAP 150,05 Jun 2023,15948.51
143,NIFTY MIDCAP 150,02 Jun 2023,15901.01
144,NIFTY MIDCAP 150,01 Jun 2023,15828.39
145,NIFTY MIDCAP 150,31 May 2023,15797.26
146,NIFTY MIDCAP 150,30 May 2023,15738.77
147,NIFTY MIDCAP 150,29 May 2023,15681.29
148,NIFTY MIDCAP 150,26 May 2023,15626.47
149,NIFTY MIDCAP 150,25 May 2023,15507.92
150,NIFTY MIDCAP 150,24 May 2023,15459.36
151,NIFTY MIDCAP 150,23 May 2023,15436.51
152,NIFTY MIDCAP 150,22 May 2023,15347.68
153,NIFTY MIDCAP 150,19 May 2023,15264.82
154,NIFTY MIDCAP 150,18 May 2023,15284.01
155,NIFTY MIDCAP 150,17 May 2023,15372.31
156,NIFTY MIDCAP 150,16 May 2023,15383.21
157,NIFTY MIDCAP 150,15 May 2023,15347.42
158,NIFTY MIDCAP 150,12 May 2023,15261.6
159,NIFTY MIDCAP 150,11 May 2023,15307.63
160,NIFTY MIDCAP 150,10 May 2023,15260.49
161,NIFTY MIDCAP 150,09 May 2023,15246.72
162,NIFTY MIDCAP 150,08 May 2023,15237.64
163,NIFTY MIDCAP 150,05 May 2023,15097.89
164,NIFTY MIDCAP 150,04 May 2023,15197.36
165,NIFTY MIDCAP 150,03 May 2023,15098.68
166,NIFTY MIDCAP 150,02 May 2023,15061.63
167,NIFTY MIDCAP 150,28 Apr 2023,14944.49
168,NIFTY MIDCAP 150,27 Apr 2023,14779.29
169,NIFTY MIDCAP 150,26 Apr 2023,14693.68
170,NIFTY MIDCAP 150,25 Apr 2023,14678.03
171,NIFTY MIDCAP 150,24 Apr 2023,14688.04
172,NIFTY MIDCAP 150,21 Apr 2023,14649.23
173,NIFTY MIDCAP 150,20 Apr 2023,14709.79
174,NIFTY MIDCAP 150,19 Apr 2023,14719.77
175,NIFTY MIDCAP 150,18 Apr 2023,14744.06
176,NIFTY MIDCAP 150,17 Apr 2023,14657.85
177,NIFTY MIDCAP 150,13 Apr 2023,14603.7
178,NIFTY MIDCAP 150,12 Apr 2023,14580.07
179,NIFTY MIDCAP 150,11 Apr 2023,14493.09
180,NIFTY MIDCAP 150,10 Apr 2023,14429.77
181,NIFTY MIDCAP 150,06 Apr 2023,14377.7
182,NIFTY MIDCAP 150,05 Apr 2023,14283.3
183,NIFTY MIDCAP 150,03 Apr 2023,14269.03
184,NIFTY MIDCAP 150,31 Mar 2023,14203.8
185,NIFTY MIDCAP 150,29 Mar 2023,14076.33
186,NIFTY MIDCAP 150,28 Mar 2023,13844.78
187,NIFTY MIDCAP 150,27 Mar 2023,13890.37
188,NIFTY MIDCAP 150,24 Mar 2023,13968.62
189,NIFTY MIDCAP 150,23 Mar 2023,14131.52
190,NIFTY MIDCAP 150,22 Mar 2023,14185.82
191,NIFTY MIDCAP 150,21 Mar 2023,14146.88
192,NIFTY MIDCAP 150,20 Mar 2023,14068.52
193,NIFTY MIDCAP 150,17 Mar 2023,14204.45
194,NIFTY MIDCAP 150,16 Mar 2023,14143.11
195,NIFTY MIDCAP 150,15 Mar 2023,14147.61
196,NIFTY MIDCAP 150,14 Mar 2023,14141.69
197,NIFTY MIDCAP 150,13 Mar 2023,14229.89
198,NIFTY MIDCAP 150,10 Mar 2023,14488.75
199,NIFTY MIDCAP 150,09 Mar 2023,14586.16
200,NIFTY MIDCAP 150,08 Mar 2023,14666.96
201,NIFTY MIDCAP 150,06 Mar 2023,14619.81
202,NIFTY MIDCAP 150,03 Mar 2023,14517.61
203,NIFTY MIDCAP 150,02 Mar 2023,14444.83
204,NIFTY MIDCAP 150,01 Mar 2023,14476.29
205,NIFTY MIDCAP 150,28 Feb 2023,14274.97
206,NIFTY MIDCAP 150,27 Feb 2023,14185.63
207,NIFTY MIDCAP 150,24 Feb 2023,14265.08
208,NIFTY MIDCAP 150,23 Feb 2023,14300.01
209,NIFTY MIDCAP 150,22 Feb 2023,14334.98
210,NIFTY MIDCAP 150,21 Feb 2023,14479.97
211,NIFTY MIDCAP 150,20 Feb 2023,14517.33
212,NIFTY MIDCAP 150,17 Feb 2023,14516.62
213,NIFTY MIDCAP 150,16 Feb 2023,14604.44
214,NIFTY MIDCAP 150,15 Feb 2023,14493.36
215,NIFTY MIDCAP 150,14 Feb 2023,14423.96
216,NIFTY MIDCAP 150,13 Feb 2023,14486.28
217,NIFTY MIDCAP 150,10 Feb 2023,14677.07
218,NIFTY MIDCAP 150,09 Feb 2023,14640.97
219,NIFTY MIDCAP 150,08 Feb 2023,14628.33
220,NIFTY MIDCAP 150,07 Feb 2023,14505.73
221,NIFTY MIDCAP 150,06 Feb 2023,14506.51
222,NIFTY MIDCAP 150,03 Feb 2023,14382.51
223,NIFTY MIDCAP 150,02 Feb 2023,14398.62
224,NIFTY MIDCAP 150,01 Feb 2023,14372.13
225,NIFTY MIDCAP 150,31 Jan 2023,14495.89
226,NIFTY MIDCAP 150,30 Jan 2023,14277.94
227,NIFTY MIDCAP 150,27 Jan 2023,14299.54
228,NIFTY MIDCAP 150,25 Jan 2023,14479.04
229,NIFTY MIDCAP 150,24 Jan 2023,14660.47
230,NIFTY MIDCAP 150,23 Jan 2023,14711.92
231,NIFTY MIDCAP 150,20 Jan 2023,14684.29
232,NIFTY MIDCAP 150,19 Jan 2023,14788.53
233,NIFTY MIDCAP 150,18 Jan 2023,14802.71
234,NIFTY MIDCAP 150,17 Jan 2023,14740.11
235,NIFTY MIDCAP 150,16 Jan 2023,14748.48
236,NIFTY MIDCAP 150,13 Jan 2023,14786.11
237,NIFTY MIDCAP 150,12 Jan 2023,14793.62
238,NIFTY MIDCAP 150,11 Jan 2023,14826.65
239,NIFTY MIDCAP 150,10 Jan 2023,14872.51
240,NIFTY MIDCAP 150,09 Jan 2023,14934.19
241,NIFTY MIDCAP 150,06 Jan 2023,14811.36
242,NIFTY MIDCAP 150,05 Jan 2023,14914.16
243,NIFTY MIDCAP 150,04 Jan 2023,14856.78
244,NIFTY MIDCAP 150,03 Jan 2023,14991.07
245,NIFTY MIDCAP 150,02 Jan 2023,14958.43
0,NIFTY MIDCAP 150,29 Dec 2023,21478.21
1,NIFTY MIDCAP 150,28 Dec 2023,21297.96
2,NIFTY MIDCAP 150,27 Dec 2023,21195.75
3,NIFTY MIDCAP 150,26 Dec 2023,21113.39
4,NIFTY MIDCAP 150,22 Dec 2023,20995.15
5,NIFTY MIDCAP 150,21 Dec 2023,20828.63
6,NIFTY MIDCAP 150,20 Dec 2023,20530.85
7,NIFTY MIDCAP 150,19 Dec 2023,21175.87
8,NIFTY MIDCAP 150,18 Dec 2023,21258.51
9,NIFTY MIDCAP 150,15 Dec 2023,21192.58
10,NIFTY MIDCAP 150,14 Dec 2023,21146.92
11,NIFTY MIDCAP 150,13 Dec 2023,20914.02
12,NIFTY MIDCAP 150,12 Dec 2023,20739.12
13,NIFTY MIDCAP 150,11 Dec 2023,20827.17
14,NIFTY MIDCAP 150,08 Dec 2023,20685.59
15,NIFTY MIDCAP 150,07 Dec 2023,20725.72
16,NIFTY MIDCAP 150,06 Dec 2023,20611.56
