IndexName,Date,Total Returns Index
NIFTY SMALLCAP 250,4-Jan-10,2832.33
NIFTY SMALLCAP 250,5-Jan-10,2857.02
NIFTY SMALLCAP 250,6-Jan-10,2875.74
NIFTY SMALLCAP 250,7-Jan-10,2891.15
NIFTY SMALLCAP 250,8-Jan-10,2900.44
NIFTY SMALLCAP 250,11-Jan-10,2943.89
NIFTY SMALLCAP 250,12-Jan-10,2914.95
NIFTY SMALLCAP 250,13-Jan-10,2934.73
NIFTY SMALLCAP 250,14-Jan-10,2969.39
NIFTY SMALLCAP 250,15-Jan-10,2987.06
NIFTY SMALLCAP 250,18-Jan-10,3006.89
NIFTY SMALLCAP 250,19-Jan-10,2994.23
NIFTY SMALLCAP 250,20-Jan-10,3000.35
NIFTY SMALLCAP 250,21-Jan-10,2926.52
NIFTY SMALLCAP 250,22-Jan-10,2896.99
NIFTY SMALLCAP 250,25-Jan-10,2867.83
NIFTY SMALLCAP 250,27-Jan-10,2742.84
NIFTY SMALLCAP 250,28-Jan-10,2743.27
NIFTY SMALLCAP 250,29-Jan-10,2772.52
NIFTY SMALLCAP 250,1-Feb-10,2815.32
NIFTY SMALLCAP 250,2-Feb-10,2788.66
NIFTY SMALLCAP 250,3-Feb-10,2826.11
NIFTY SMALLCAP 250,4-Feb-10,2782.45
NIFTY SMALLCAP 250,5-Feb-10,2701.67
NIFTY SMALLCAP 250,6-Feb-10,2744.66
NIFTY SMALLCAP 250,8-Feb-10,2734.54
NIFTY SMALLCAP 250,9-Feb-10,2751.86
NIFTY SMALLCAP 250,10-Feb-10,2748.04
NIFTY SMALLCAP 250,11-Feb-10,2773.29
NIFTY SMALLCAP 250,15-Feb-10,2757.98
NIFTY SMALLCAP 250,16-Feb-10,2768.48
NIFTY SMALLCAP 250,17-Feb-10,2789.5
NIFTY SMALLCAP 250,18-Feb-10,2777.85
NIFTY SMALLCAP 250,19-Feb-10,2738.19
NIFTY SMALLCAP 250,22-Feb-10,2717.07
NIFTY SMALLCAP 250,23-Feb-10,2692.94
NIFTY SMALLCAP 250,24-Feb-10,2681.11
NIFTY SMALLCAP 250,25-Feb-10,2673.54
NIFTY SMALLCAP 250,26-Feb-10,2702.12
NIFTY SMALLCAP 250,2-Mar-10,2759.07
NIFTY SMALLCAP 250,3-Mar-10,2791.35
NIFTY SMALLCAP 250,4-Mar-10,2810.18
NIFTY SMALLCAP 250,5-Mar-10,2827.45
NIFTY SMALLCAP 250,8-Mar-10,2852.24
NIFTY SMALLCAP 250,9-Mar-10,2827.73
NIFTY SMALLCAP 250,10-Mar-10,2823.46
NIFTY SMALLCAP 250,11-Mar-10,2812.13
NIFTY SMALLCAP 250,12-Mar-10,2808.41
NIFTY SMALLCAP 250,15-Mar-10,2781.36
NIFTY SMALLCAP 250,16-Mar-10,2812.26
NIFTY SMALLCAP 250,17-Mar-10,2816.14
NIFTY SMALLCAP 250,18-Mar-10,2819.71
NIFTY SMALLCAP 250,19-Mar-10,2829.99
NIFTY SMALLCAP 250,22-Mar-10,2806.65
NIFTY SMALLCAP 250,23-Mar-10,2815.11
NIFTY SMALLCAP 250,25-Mar-10,2816.69
NIFTY SMALLCAP 250,26-Mar-10,2824.34
NIFTY SMALLCAP 250,29-Mar-10,2817.26
NIFTY SMALLCAP 250,30-Mar-10,2839.57
NIFTY SMALLCAP 250,31-Mar-10,2857.15
NIFTY SMALLCAP 250,1-Apr-10,2904.77
NIFTY SMALLCAP 250,5-Apr-10,2942.44
NIFTY SMALLCAP 250,6-Apr-10,2950.82
NIFTY SMALLCAP 250,7-Apr-10,2968.09
NIFTY SMALLCAP 250,8-Apr-10,2959.16
NIFTY SMALLCAP 250,9-Apr-10,2990.51
NIFTY SMALLCAP 250,12-Apr-10,2997.59
NIFTY SMALLCAP 250,13-Apr-10,2990.1
NIFTY SMALLCAP 250,15-Apr-10,2989.14
NIFTY SMALLCAP 250,16-Apr-10,2979.93
NIFTY SMALLCAP 250,19-Apr-10,2930.44
NIFTY SMALLCAP 250,20-Apr-10,2971.69
NIFTY SMALLCAP 250,21-Apr-10,3005.67
NIFTY SMALLCAP 250,22-Apr-10,3004.39
NIFTY SMALLCAP 250,23-Apr-10,3018.24
NIFTY SMALLCAP 250,26-Apr-10,3028.76
NIFTY SMALLCAP 250,27-Apr-10,3028.04
NIFTY SMALLCAP 250,28-Apr-10,2971.95
NIFTY SMALLCAP 250,29-Apr-10,3003.3
NIFTY SMALLCAP 250,30-Apr-10,3020.24
NIFTY SMALLCAP 250,3-May-10,3006.12
NIFTY SMALLCAP 250,4-May-10,2961.44
NIFTY SMALLCAP 250,5-May-10,2953.96
NIFTY SMALLCAP 250,6-May-10,2953.41
NIFTY SMALLCAP 250,7-May-10,2870.85
NIFTY SMALLCAP 250,10-May-10,2938.01
NIFTY SMALLCAP 250,11-May-10,2913.76
NIFTY SMALLCAP 250,12-May-10,2914.89
NIFTY SMALLCAP 250,13-May-10,2937.09
NIFTY SMALLCAP 250,14-May-10,2900.83
NIFTY SMALLCAP 250,17-May-10,2883.54
NIFTY SMALLCAP 250,18-May-10,2895.92
NIFTY SMALLCAP 250,19-May-10,2828.81
NIFTY SMALLCAP 250,20-May-10,2823.83
NIFTY SMALLCAP 250,21-May-10,2784.7
NIFTY SMALLCAP 250,24-May-10,2790.45
NIFTY SMALLCAP 250,25-May-10,2704.06
NIFTY SMALLCAP 250,26-May-10,2745.5
NIFTY SMALLCAP 250,27-May-10,2769.9
NIFTY SMALLCAP 250,28-May-10,2807.81
NIFTY SMALLCAP 250,31-May-10,2836.16
NIFTY SMALLCAP 250,1-Jun-10,2809.09
NIFTY SMALLCAP 250,2-Jun-10,2825.64
NIFTY SMALLCAP 250,3-Jun-10,2853.94
NIFTY SMALLCAP 250,4-Jun-10,2854.43
NIFTY SMALLCAP 250,7-Jun-10,2817.57
NIFTY SMALLCAP 250,8-Jun-10,2795.25
NIFTY SMALLCAP 250,9-Jun-10,2800.16
NIFTY SMALLCAP 250,10-Jun-10,2835.97
NIFTY SMALLCAP 250,11-Jun-10,2851.68
NIFTY SMALLCAP 250,14-Jun-10,2883.67
NIFTY SMALLCAP 250,15-Jun-10,2912.14
NIFTY SMALLCAP 250,16-Jun-10,2921.51
NIFTY SMALLCAP 250,17-Jun-10,2932.67
NIFTY SMALLCAP 250,18-Jun-10,2916.19
NIFTY SMALLCAP 250,21-Jun-10,2950.71
NIFTY SMALLCAP 250,22-Jun-10,2953.11
NIFTY SMALLCAP 250,23-Jun-10,2984.33
NIFTY SMALLCAP 250,24-Jun-10,2991.33
NIFTY SMALLCAP 250,25-Jun-10,2976.68
NIFTY SMALLCAP 250,28-Jun-10,3006.18
NIFTY SMALLCAP 250,29-Jun-10,2988.22
NIFTY SMALLCAP 250,30-Jun-10,3004.17
NIFTY SMALLCAP 250,1-Jul-10,2999.62
NIFTY SMALLCAP 250,2-Jul-10,3008.1
NIFTY SMALLCAP 250,5-Jul-10,3016.85
NIFTY SMALLCAP 250,6-Jul-10,3037.08
NIFTY SMALLCAP 250,7-Jul-10,3032.31
NIFTY SMALLCAP 250,8-Jul-10,3046.94
NIFTY SMALLCAP 250,9-Jul-10,3064.15
NIFTY SMALLCAP 250,12-Jul-10,3085.52
NIFTY SMALLCAP 250,13-Jul-10,3104.43
NIFTY SMALLCAP 250,14-Jul-10,3095.05
NIFTY SMALLCAP 250,15-Jul-10,3101.44
NIFTY SMALLCAP 250,16-Jul-10,3117.11
NIFTY SMALLCAP 250,19-Jul-10,3116.88
NIFTY SMALLCAP 250,20-Jul-10,3104.95
NIFTY SMALLCAP 250,21-Jul-10,3117.37
NIFTY SMALLCAP 250,22-Jul-10,3128.19
NIFTY SMALLCAP 250,23-Jul-10,3115.53
NIFTY SMALLCAP 250,26-Jul-10,3088.36
NIFTY SMALLCAP 250,27-Jul-10,3087.69
NIFTY SMALLCAP 250,28-Jul-10,3080.26
NIFTY SMALLCAP 250,29-Jul-10,3085.87
NIFTY SMALLCAP 250,30-Jul-10,3090.54
NIFTY SMALLCAP 250,2-Aug-10,3116.96
NIFTY SMALLCAP 250,3-Aug-10,3130.64
NIFTY SMALLCAP 250,4-Aug-10,3141.13
NIFTY SMALLCAP 250,5-Aug-10,3146.31
NIFTY SMALLCAP 250,6-Aug-10,3154.74
NIFTY SMALLCAP 250,9-Aug-10,3197.21
NIFTY SMALLCAP 250,10-Aug-10,3189.14
NIFTY SMALLCAP 250,11-Aug-10,3178.73
NIFTY SMALLCAP 250,12-Aug-10,3177.42
NIFTY SMALLCAP 250,13-Aug-10,3202.38
NIFTY SMALLCAP 250,16-Aug-10,3202.48
NIFTY SMALLCAP 250,17-Aug-10,3222.36
NIFTY SMALLCAP 250,18-Aug-10,3248.51
NIFTY SMALLCAP 250,19-Aug-10,3284.2
NIFTY SMALLCAP 250,20-Aug-10,3287.13
NIFTY SMALLCAP 250,23-Aug-10,3308.74
NIFTY SMALLCAP 250,24-Aug-10,3292.84
NIFTY SMALLCAP 250,25-Aug-10,3241.71
NIFTY SMALLCAP 250,26-Aug-10,3246.98
NIFTY SMALLCAP 250,27-Aug-10,3214.05
NIFTY SMALLCAP 250,30-Aug-10,3209.02
NIFTY SMALLCAP 250,31-Aug-10,3182.54
NIFTY SMALLCAP 250,1-Sep-10,3243.23
NIFTY SMALLCAP 250,2-Sep-10,3263.99
NIFTY SMALLCAP 250,3-Sep-10,3300.63
NIFTY SMALLCAP 250,6-Sep-10,3352.28
NIFTY SMALLCAP 250,7-Sep-10,3370.07
NIFTY SMALLCAP 250,8-Sep-10,3385.63
NIFTY SMALLCAP 250,9-Sep-10,3400.73
NIFTY SMALLCAP 250,13-Sep-10,3417.11
NIFTY SMALLCAP 250,14-Sep-10,3396.37
NIFTY SMALLCAP 250,15-Sep-10,3397.88
NIFTY SMALLCAP 250,16-Sep-10,3374.7
NIFTY SMALLCAP 250,17-Sep-10,3414.14
NIFTY SMALLCAP 250,20-Sep-10,3428.09
NIFTY SMALLCAP 250,21-Sep-10,3386.43
NIFTY SMALLCAP 250,22-Sep-10,3377.95
NIFTY SMALLCAP 250,23-Sep-10,3372.68
NIFTY SMALLCAP 250,24-Sep-10,3414.64
NIFTY SMALLCAP 250,27-Sep-10,3418.14
NIFTY SMALLCAP 250,28-Sep-10,3415.99
NIFTY SMALLCAP 250,29-Sep-10,3403.94
NIFTY SMALLCAP 250,30-Sep-10,3405.05
NIFTY SMALLCAP 250,1-Oct-10,3458.99
NIFTY SMALLCAP 250,4-Oct-10,3474.63
NIFTY SMALLCAP 250,5-Oct-10,3507.35
NIFTY SMALLCAP 250,6-Oct-10,3549.95
NIFTY SMALLCAP 250,7-Oct-10,3517.08
NIFTY SMALLCAP 250,8-Oct-10,3506.06
NIFTY SMALLCAP 250,11-Oct-10,3552.08
NIFTY SMALLCAP 250,12-Oct-10,3539.8
NIFTY SMALLCAP 250,13-Oct-10,3577.23
NIFTY SMALLCAP 250,14-Oct-10,3560.59
NIFTY SMALLCAP 250,15-Oct-10,3524.88
NIFTY SMALLCAP 250,18-Oct-10,3506.16
NIFTY SMALLCAP 250,19-Oct-10,3512.69
NIFTY SMALLCAP 250,20-Oct-10,3500.46
NIFTY SMALLCAP 250,21-Oct-10,3540.91
NIFTY SMALLCAP 250,22-Oct-10,3554.38
NIFTY SMALLCAP 250,25-Oct-10,3598.39
NIFTY SMALLCAP 250,26-Oct-10,3596.23
NIFTY SMALLCAP 250,27-Oct-10,3578.37
NIFTY SMALLCAP 250,28-Oct-10,3559.78
NIFTY SMALLCAP 250,29-Oct-10,3528.35
NIFTY SMALLCAP 250,1-Nov-10,3573.19
NIFTY SMALLCAP 250,2-Nov-10,3585.21
NIFTY SMALLCAP 250,3-Nov-10,3609.69
NIFTY SMALLCAP 250,4-Nov-10,3626.41
NIFTY SMALLCAP 250,5-Nov-10,3664.26
NIFTY SMALLCAP 250,8-Nov-10,3665.95
NIFTY SMALLCAP 250,9-Nov-10,3681.43
NIFTY SMALLCAP 250,10-Nov-10,3699.21
NIFTY SMALLCAP 250,11-Nov-10,3673.25
NIFTY SMALLCAP 250,12-Nov-10,3586.77
NIFTY SMALLCAP 250,15-Nov-10,3576.1
NIFTY SMALLCAP 250,16-Nov-10,3481.92
NIFTY SMALLCAP 250,18-Nov-10,3463.5
NIFTY SMALLCAP 250,19-Nov-10,3394.66
NIFTY SMALLCAP 250,22-Nov-10,3442.46
NIFTY SMALLCAP 250,23-Nov-10,3387.01
NIFTY SMALLCAP 250,24-Nov-10,3353.42
NIFTY SMALLCAP 250,25-Nov-10,3298.3
NIFTY SMALLCAP 250,26-Nov-10,3163.33
NIFTY SMALLCAP 250,29-Nov-10,3164.28
NIFTY SMALLCAP 250,30-Nov-10,3213.76
NIFTY SMALLCAP 250,1-Dec-10,3303.98
NIFTY SMALLCAP 250,2-Dec-10,3352.19
NIFTY SMALLCAP 250,3-Dec-10,3264.73
NIFTY SMALLCAP 250,6-Dec-10,3247.82
NIFTY SMALLCAP 250,7-Dec-10,3203.59
NIFTY SMALLCAP 250,8-Dec-10,3113.39
NIFTY SMALLCAP 250,9-Dec-10,2954.71
NIFTY SMALLCAP 250,10-Dec-10,3027.92
NIFTY SMALLCAP 250,13-Dec-10,3093.41
NIFTY SMALLCAP 250,14-Dec-10,3148.4
NIFTY SMALLCAP 250,15-Dec-10,3109.97
NIFTY SMALLCAP 250,16-Dec-10,3130.23
NIFTY SMALLCAP 250,20-Dec-10,3144.49
NIFTY SMALLCAP 250,21-Dec-10,3166.81
NIFTY SMALLCAP 250,22-Dec-10,3177.36
NIFTY SMALLCAP 250,23-Dec-10,3179.88
NIFTY SMALLCAP 250,24-Dec-10,3189.45
NIFTY SMALLCAP 250,27-Dec-10,3196.82
NIFTY SMALLCAP 250,28-Dec-10,3207.27
NIFTY SMALLCAP 250,29-Dec-10,3227.28
NIFTY SMALLCAP 250,30-Dec-10,3244.02
NIFTY SMALLCAP 250,31-Dec-10,3282.4
NIFTY SMALLCAP 250,3-Jan-11,3318.55
NIFTY SMALLCAP 250,4-Jan-11,3317.38
NIFTY SMALLCAP 250,5-Jan-11,3276.29
NIFTY SMALLCAP 250,6-Jan-11,3235.58
NIFTY SMALLCAP 250,7-Jan-11,3146.28
NIFTY SMALLCAP 250,10-Jan-11,3065.79
NIFTY SMALLCAP 250,11-Jan-11,3039.46
NIFTY SMALLCAP 250,12-Jan-11,3097.7
NIFTY SMALLCAP 250,13-Jan-11,3081.08
NIFTY SMALLCAP 250,14-Jan-11,3040.54
NIFTY SMALLCAP 250,17-Jan-11,3003.81
NIFTY SMALLCAP 250,18-Jan-11,3014.43
NIFTY SMALLCAP 250,19-Jan-11,3024.03
NIFTY SMALLCAP 250,20-Jan-11,3024.85
NIFTY SMALLCAP 250,21-Jan-11,3037.57
NIFTY SMALLCAP 250,24-Jan-11,3062.85
NIFTY SMALLCAP 250,25-Jan-11,3040.36
NIFTY SMALLCAP 250,27-Jan-11,2986.92
NIFTY SMALLCAP 250,28-Jan-11,2899.15
NIFTY SMALLCAP 250,31-Jan-11,2881.17
NIFTY SMALLCAP 250,1-Feb-11,2841.78
NIFTY SMALLCAP 250,2-Feb-11,2843.36
NIFTY SMALLCAP 250,3-Feb-11,2883.05
NIFTY SMALLCAP 250,4-Feb-11,2844.87
NIFTY SMALLCAP 250,7-Feb-11,2824.44
NIFTY SMALLCAP 250,8-Feb-11,2754.7
NIFTY SMALLCAP 250,9-Feb-11,2636.21
NIFTY SMALLCAP 250,10-Feb-11,2621.11
NIFTY SMALLCAP 250,11-Feb-11,2697.21
NIFTY SMALLCAP 250,14-Feb-11,2806
NIFTY SMALLCAP 250,15-Feb-11,2816.6
NIFTY SMALLCAP 250,16-Feb-11,2836.62
NIFTY SMALLCAP 250,17-Feb-11,2867.48
NIFTY SMALLCAP 250,18-Feb-11,2819.08
NIFTY SMALLCAP 250,21-Feb-11,2813.06
NIFTY SMALLCAP 250,22-Feb-11,2796.67
NIFTY SMALLCAP 250,23-Feb-11,2790.22
NIFTY SMALLCAP 250,24-Feb-11,2706.71
NIFTY SMALLCAP 250,25-Feb-11,2696.46
NIFTY SMALLCAP 250,28-Feb-11,2708.09
NIFTY SMALLCAP 250,1-Mar-11,2783.63
NIFTY SMALLCAP 250,3-Mar-11,2778.88
NIFTY SMALLCAP 250,4-Mar-11,2776.29
NIFTY SMALLCAP 250,7-Mar-11,2739.45
NIFTY SMALLCAP 250,8-Mar-11,2765.71
NIFTY SMALLCAP 250,9-Mar-11,2784.96
NIFTY SMALLCAP 250,10-Mar-11,2778.07
NIFTY SMALLCAP 250,11-Mar-11,2751.87
NIFTY SMALLCAP 250,14-Mar-11,2761.72
NIFTY SMALLCAP 250,15-Mar-11,2718.56
NIFTY SMALLCAP 250,16-Mar-11,2757.74
NIFTY SMALLCAP 250,17-Mar-11,2747.34
NIFTY SMALLCAP 250,18-Mar-11,2728.23
NIFTY SMALLCAP 250,21-Mar-11,2721.05
NIFTY SMALLCAP 250,22-Mar-11,2738.3
NIFTY SMALLCAP 250,23-Mar-11,2759.81
NIFTY SMALLCAP 250,24-Mar-11,2782.57
NIFTY SMALLCAP 250,25-Mar-11,2822.69
NIFTY SMALLCAP 250,28-Mar-11,2827.86
NIFTY SMALLCAP 250,29-Mar-11,2830.71
NIFTY SMALLCAP 250,30-Mar-11,2877.69
NIFTY SMALLCAP 250,31-Mar-11,2883.17
NIFTY SMALLCAP 250,1-Apr-11,2938.16
NIFTY SMALLCAP 250,4-Apr-11,3009.14
NIFTY SMALLCAP 250,5-Apr-11,3044.36
NIFTY SMALLCAP 250,6-Apr-11,3067.91
NIFTY SMALLCAP 250,7-Apr-11,3094.6
NIFTY SMALLCAP 250,8-Apr-11,3053.78
NIFTY SMALLCAP 250,11-Apr-11,3032.87
NIFTY SMALLCAP 250,13-Apr-11,3075.16
NIFTY SMALLCAP 250,15-Apr-11,3066.21
NIFTY SMALLCAP 250,18-Apr-11,3025.29
NIFTY SMALLCAP 250,19-Apr-11,3031.88
NIFTY SMALLCAP 250,20-Apr-11,3071.76
NIFTY SMALLCAP 250,21-Apr-11,3072.37
NIFTY SMALLCAP 250,25-Apr-11,3066.2
NIFTY SMALLCAP 250,26-Apr-11,3074.57
NIFTY SMALLCAP 250,27-Apr-11,3066.86
NIFTY SMALLCAP 250,28-Apr-11,3050.36
NIFTY SMALLCAP 250,29-Apr-11,3015.31
NIFTY SMALLCAP 250,2-May-11,2974.45
NIFTY SMALLCAP 250,3-May-11,2921.36
NIFTY SMALLCAP 250,4-May-11,2906.65
NIFTY SMALLCAP 250,5-May-11,2877.04
NIFTY SMALLCAP 250,6-May-11,2900.98
NIFTY SMALLCAP 250,9-May-11,2904.43
NIFTY SMALLCAP 250,10-May-11,2909.06
NIFTY SMALLCAP 250,11-May-11,2933.67
NIFTY SMALLCAP 250,12-May-11,2904.04
NIFTY SMALLCAP 250,13-May-11,2931.39
NIFTY SMALLCAP 250,16-May-11,2904.48
NIFTY SMALLCAP 250,17-May-11,2886.36
NIFTY SMALLCAP 250,18-May-11,2866.72
NIFTY SMALLCAP 250,19-May-11,2851.37
NIFTY SMALLCAP 250,20-May-11,2870.69
NIFTY SMALLCAP 250,23-May-11,2829.8
NIFTY SMALLCAP 250,24-May-11,2830.11
NIFTY SMALLCAP 250,25-May-11,2816.92
NIFTY SMALLCAP 250,26-May-11,2821.95
NIFTY SMALLCAP 250,27-May-11,2856.68
NIFTY SMALLCAP 250,30-May-11,2877.75
NIFTY SMALLCAP 250,31-May-11,2917.76
NIFTY SMALLCAP 250,1-Jun-11,2934.13
NIFTY SMALLCAP 250,2-Jun-11,2921.26
NIFTY SMALLCAP 250,3-Jun-11,2913.25
NIFTY SMALLCAP 250,6-Jun-11,2917.35
NIFTY SMALLCAP 250,7-Jun-11,2935.65
NIFTY SMALLCAP 250,8-Jun-11,2939.08
NIFTY SMALLCAP 250,9-Jun-11,2936.11
NIFTY SMALLCAP 250,10-Jun-11,2926.5
NIFTY SMALLCAP 250,13-Jun-11,2931.11
NIFTY SMALLCAP 250,14-Jun-11,2945.35
NIFTY SMALLCAP 250,15-Jun-11,2928.44
NIFTY SMALLCAP 250,16-Jun-11,2905.31
NIFTY SMALLCAP 250,17-Jun-11,2879.35
NIFTY SMALLCAP 250,20-Jun-11,2788.78
NIFTY SMALLCAP 250,21-Jun-11,2779.05
NIFTY SMALLCAP 250,22-Jun-11,2755.57
NIFTY SMALLCAP 250,23-Jun-11,2756.07
NIFTY SMALLCAP 250,24-Jun-11,2810.28
NIFTY SMALLCAP 250,27-Jun-11,2833.3
NIFTY SMALLCAP 250,28-Jun-11,2849.31
NIFTY SMALLCAP 250,29-Jun-11,2880.67
NIFTY SMALLCAP 250,30-Jun-11,2894.77
NIFTY SMALLCAP 250,1-Jul-11,2907.75
NIFTY SMALLCAP 250,4-Jul-11,2938.64
NIFTY SMALLCAP 250,5-Jul-11,2946.37
NIFTY SMALLCAP 250,6-Jul-11,2953.75
NIFTY SMALLCAP 250,7-Jul-11,2985.8
NIFTY SMALLCAP 250,8-Jul-11,2962.9
NIFTY SMALLCAP 250,11-Jul-11,2952.5
NIFTY SMALLCAP 250,12-Jul-11,2919.93
NIFTY SMALLCAP 250,13-Jul-11,2956.44
NIFTY SMALLCAP 250,14-Jul-11,2964.56
NIFTY SMALLCAP 250,15-Jul-11,2968.49
NIFTY SMALLCAP 250,18-Jul-11,2969.5
NIFTY SMALLCAP 250,19-Jul-11,2989.44
NIFTY SMALLCAP 250,20-Jul-11,2974.67
NIFTY SMALLCAP 250,21-Jul-11,2964.02
NIFTY SMALLCAP 250,22-Jul-11,2994.24
NIFTY SMALLCAP 250,25-Jul-11,3005.25
NIFTY SMALLCAP 250,26-Jul-11,2982.07
NIFTY SMALLCAP 250,27-Jul-11,2988.54
NIFTY SMALLCAP 250,28-Jul-11,2965.09
NIFTY SMALLCAP 250,29-Jul-11,2950.19
NIFTY SMALLCAP 250,1-Aug-11,2943.47
NIFTY SMALLCAP 250,2-Aug-11,2900.27
NIFTY SMALLCAP 250,3-Aug-11,2891.87
NIFTY SMALLCAP 250,4-Aug-11,2873.66
NIFTY SMALLCAP 250,5-Aug-11,2796.27
NIFTY SMALLCAP 250,8-Aug-11,2733.97
NIFTY SMALLCAP 250,9-Aug-11,2686.73
NIFTY SMALLCAP 250,10-Aug-11,2752.75
NIFTY SMALLCAP 250,11-Aug-11,2744.51
NIFTY SMALLCAP 250,12-Aug-11,2737.12
NIFTY SMALLCAP 250,16-Aug-11,2697.14
NIFTY SMALLCAP 250,17-Aug-11,2669.79
NIFTY SMALLCAP 250,18-Aug-11,2608.57
NIFTY SMALLCAP 250,19-Aug-11,2567.36
NIFTY SMALLCAP 250,22-Aug-11,2606.69
NIFTY SMALLCAP 250,23-Aug-11,2637.17
NIFTY SMALLCAP 250,24-Aug-11,2626.03
NIFTY SMALLCAP 250,25-Aug-11,2607.69
NIFTY SMALLCAP 250,26-Aug-11,2549.47
NIFTY SMALLCAP 250,29-Aug-11,2610.33
NIFTY SMALLCAP 250,30-Aug-11,2649.43
NIFTY SMALLCAP 250,2-Sep-11,2667.99
NIFTY SMALLCAP 250,5-Sep-11,2674.65
NIFTY SMALLCAP 250,6-Sep-11,2699.71
NIFTY SMALLCAP 250,7-Sep-11,2731.39
NIFTY SMALLCAP 250,8-Sep-11,2745.07
NIFTY SMALLCAP 250,9-Sep-11,2725.11
NIFTY SMALLCAP 250,12-Sep-11,2677.78
NIFTY SMALLCAP 250,13-Sep-11,2681.39
NIFTY SMALLCAP 250,14-Sep-11,2696.08
NIFTY SMALLCAP 250,15-Sep-11,2709.43
NIFTY SMALLCAP 250,16-Sep-11,2712.96
NIFTY SMALLCAP 250,19-Sep-11,2708.8
NIFTY SMALLCAP 250,20-Sep-11,2742.68
NIFTY SMALLCAP 250,21-Sep-11,2774.3
NIFTY SMALLCAP 250,22-Sep-11,2690.36
NIFTY SMALLCAP 250,23-Sep-11,2668.48
NIFTY SMALLCAP 250,26-Sep-11,2631.6
NIFTY SMALLCAP 250,27-Sep-11,2679.44
NIFTY SMALLCAP 250,28-Sep-11,2653.83
NIFTY SMALLCAP 250,29-Sep-11,2648.61
NIFTY SMALLCAP 250,30-Sep-11,2637.95
NIFTY SMALLCAP 250,3-Oct-11,2596.07
NIFTY SMALLCAP 250,4-Oct-11,2567.47
NIFTY SMALLCAP 250,5-Oct-11,2538.46
NIFTY SMALLCAP 250,7-Oct-11,2577.92
NIFTY SMALLCAP 250,10-Oct-11,2602.85
NIFTY SMALLCAP 250,11-Oct-11,2611.57
NIFTY SMALLCAP 250,12-Oct-11,2646.3
NIFTY SMALLCAP 250,13-Oct-11,2646.67
NIFTY SMALLCAP 250,14-Oct-11,2660.84
NIFTY SMALLCAP 250,17-Oct-11,2667.76
NIFTY SMALLCAP 250,18-Oct-11,2639.05
NIFTY SMALLCAP 250,19-Oct-11,2668.17
NIFTY SMALLCAP 250,20-Oct-11,2653.95
NIFTY SMALLCAP 250,21-Oct-11,2642.71
NIFTY SMALLCAP 250,24-Oct-11,2631.42
NIFTY SMALLCAP 250,25-Oct-11,2633.33
NIFTY SMALLCAP 250,26-Oct-11,2666.47
NIFTY SMALLCAP 250,28-Oct-11,2703.29
NIFTY SMALLCAP 250,31-Oct-11,2713.57
NIFTY SMALLCAP 250,1-Nov-11,2700.37
NIFTY SMALLCAP 250,2-Nov-11,2696.28
NIFTY SMALLCAP 250,3-Nov-11,2691.16
NIFTY SMALLCAP 250,4-Nov-11,2708.99
NIFTY SMALLCAP 250,8-Nov-11,2712.67
NIFTY SMALLCAP 250,9-Nov-11,2681.59
NIFTY SMALLCAP 250,11-Nov-11,2639.89
NIFTY SMALLCAP 250,14-Nov-11,2593.56
NIFTY SMALLCAP 250,15-Nov-11,2520.38
NIFTY SMALLCAP 250,16-Nov-11,2493.45
NIFTY SMALLCAP 250,17-Nov-11,2462.7
NIFTY SMALLCAP 250,18-Nov-11,2435.28
NIFTY SMALLCAP 250,21-Nov-11,2391.03
NIFTY SMALLCAP 250,22-Nov-11,2389.87
NIFTY SMALLCAP 250,23-Nov-11,2341.83
NIFTY SMALLCAP 250,24-Nov-11,2365.32
NIFTY SMALLCAP 250,25-Nov-11,2379.62
NIFTY SMALLCAP 250,28-Nov-11,2416.34
NIFTY SMALLCAP 250,29-Nov-11,2403.04
NIFTY SMALLCAP 250,30-Nov-11,2374.71
NIFTY SMALLCAP 250,1-Dec-11,2393.76
NIFTY SMALLCAP 250,2-Dec-11,2418.94
NIFTY SMALLCAP 250,5-Dec-11,2422.29
NIFTY SMALLCAP 250,7-Dec-11,2428.44
NIFTY SMALLCAP 250,8-Dec-11,2381.79
NIFTY SMALLCAP 250,9-Dec-11,2363.89
NIFTY SMALLCAP 250,12-Dec-11,2319.81
NIFTY SMALLCAP 250,13-Dec-11,2304.72
NIFTY SMALLCAP 250,14-Dec-11,2281.74
NIFTY SMALLCAP 250,15-Dec-11,2249.2
NIFTY SMALLCAP 250,16-Dec-11,2203.18
NIFTY SMALLCAP 250,19-Dec-11,2153.97
NIFTY SMALLCAP 250,20-Dec-11,2115.14
NIFTY SMALLCAP 250,21-Dec-11,2138.98
NIFTY SMALLCAP 250,22-Dec-11,2148.95
NIFTY SMALLCAP 250,23-Dec-11,2154.67
NIFTY SMALLCAP 250,26-Dec-11,2175.42
NIFTY SMALLCAP 250,27-Dec-11,2162.5
NIFTY SMALLCAP 250,28-Dec-11,2135.52
NIFTY SMALLCAP 250,29-Dec-11,2127.02
NIFTY SMALLCAP 250,30-Dec-11,2131.33
NIFTY SMALLCAP 250,2-Jan-12,2135.81
NIFTY SMALLCAP 250,3-Jan-12,2186.68
NIFTY SMALLCAP 250,4-Jan-12,2184.4
