IndexName,Date,Total Returns Index
NIFTY SMALLCAP 250,10-Oct-16,6027.9
NIFTY SMALLCAP 250,13-Oct-16,5924.41
NIFTY SMALLCAP 250,14-Oct-16,5968.72
NIFTY SMALLCAP 250,17-Oct-16,5939.19
NIFTY SMALLCAP 250,18-Oct-16,6012.38
NIFTY SMALLCAP 250,19-Oct-16,6040
NIFTY SMALLCAP 250,20-Oct-16,6083.18
NIFTY SMALLCAP 250,21-Oct-16,6099.28
NIFTY SMALLCAP 250,24-Oct-16,6132.24
NIFTY SMALLCAP 250,25-Oct-16,6128.39
NIFTY SMALLCAP 250,26-Oct-16,6085.13
NIFTY SMALLCAP 250,27-Oct-16,6037.84
NIFTY SMALLCAP 250,28-Oct-16,6077.99
NIFTY SMALLCAP 250,30-Oct-16,6126.26
NIFTY SMALLCAP 250,1-Nov-16,6121.65
NIFTY SMALLCAP 250,2-Nov-16,6006.92
NIFTY SMALLCAP 250,3-Nov-16,5940.99
NIFTY SMALLCAP 250,4-Nov-16,5808.11
NIFTY SMALLCAP 250,7-Nov-16,5887.13
NIFTY SMALLCAP 250,8-Nov-16,5892.55
NIFTY SMALLCAP 250,9-Nov-16,5733.9
NIFTY SMALLCAP 250,10-Nov-16,5835.91
NIFTY SMALLCAP 250,11-Nov-16,5629.94
NIFTY SMALLCAP 250,15-Nov-16,5349.46
NIFTY SMALLCAP 250,16-Nov-16,5364.44
NIFTY SMALLCAP 250,17-Nov-16,5331.95
NIFTY SMALLCAP 250,18-Nov-16,5358.13
NIFTY SMALLCAP 250,21-Nov-16,5165.25
NIFTY SMALLCAP 250,22-Nov-16,5211.58
NIFTY SMALLCAP 250,23-Nov-16,5305.88
NIFTY SMALLCAP 250,24-Nov-16,5306.62
NIFTY SMALLCAP 250,25-Nov-16,5406.6
NIFTY SMALLCAP 250,28-Nov-16,5445.39
NIFTY SMALLCAP 250,29-Nov-16,5482.8
NIFTY SMALLCAP 250,30-Nov-16,5555.57
NIFTY SMALLCAP 250,1-Dec-16,5516.86
NIFTY SMALLCAP 250,2-Dec-16,5445.83
NIFTY SMALLCAP 250,5-Dec-16,5448.03
NIFTY SMALLCAP 250,6-Dec-16,5479.49
NIFTY SMALLCAP 250,7-Dec-16,5447.89
NIFTY SMALLCAP 250,8-Dec-16,5514.48
NIFTY SMALLCAP 250,9-Dec-16,5545.51
NIFTY SMALLCAP 250,12-Dec-16,5499.06
NIFTY SMALLCAP 250,13-Dec-16,5507.53
NIFTY SMALLCAP 250,14-Dec-16,5462.05
NIFTY SMALLCAP 250,15-Dec-16,5477.85
NIFTY SMALLCAP 250,16-Dec-16,5463.79
NIFTY SMALLCAP 250,19-Dec-16,5431.55
NIFTY SMALLCAP 250,20-Dec-16,5381.8
NIFTY SMALLCAP 250,21-Dec-16,5391.15
NIFTY SMALLCAP 250,22-Dec-16,5318.02
NIFTY SMALLCAP 250,23-Dec-16,5310.74
NIFTY SMALLCAP 250,26-Dec-16,5195.86
NIFTY SMALLCAP 250,27-Dec-16,5269.96
NIFTY SMALLCAP 250,28-Dec-16,5306.9
NIFTY SMALLCAP 250,29-Dec-16,5362.28
NIFTY SMALLCAP 250,30-Dec-16,5420.82
NIFTY SMALLCAP 250,2-Jan-17,5503.39
NIFTY SMALLCAP 250,3-Jan-17,5569.42
NIFTY SMALLCAP 250,4-Jan-17,5596.01
NIFTY SMALLCAP 250,5-Jan-17,5648.99
NIFTY SMALLCAP 250,6-Jan-17,5625.28
NIFTY SMALLCAP 250,9-Jan-17,5658.42
NIFTY SMALLCAP 250,10-Jan-17,5706.04
NIFTY SMALLCAP 250,11-Jan-17,5762.3
NIFTY SMALLCAP 250,12-Jan-17,5745.11
NIFTY SMALLCAP 250,13-Jan-17,5751.67
NIFTY SMALLCAP 250,16-Jan-17,5792.47
NIFTY SMALLCAP 250,17-Jan-17,5805.94
NIFTY SMALLCAP 250,18-Jan-17,5838.11
NIFTY SMALLCAP 250,19-Jan-17,5847.27
NIFTY SMALLCAP 250,20-Jan-17,5760.43
NIFTY SMALLCAP 250,23-Jan-17,5795.82
NIFTY SMALLCAP 250,24-Jan-17,5827.77
NIFTY SMALLCAP 250,25-Jan-17,5888.73
NIFTY SMALLCAP 250,27-Jan-17,5929.86
NIFTY SMALLCAP 250,30-Jan-17,5921.28
NIFTY SMALLCAP 250,31-Jan-17,5855.69
NIFTY SMALLCAP 250,1-Feb-17,5966.66
NIFTY SMALLCAP 250,2-Feb-17,6031.88
NIFTY SMALLCAP 250,3-Feb-17,6114.14
NIFTY SMALLCAP 250,6-Feb-17,6177.41
NIFTY SMALLCAP 250,7-Feb-17,6171.5
NIFTY SMALLCAP 250,8-Feb-17,6199.84
NIFTY SMALLCAP 250,9-Feb-17,6211.21
NIFTY SMALLCAP 250,10-Feb-17,6210.76
NIFTY SMALLCAP 250,13-Feb-17,6155.76
NIFTY SMALLCAP 250,14-Feb-17,6111.02
NIFTY SMALLCAP 250,15-Feb-17,6005.73
NIFTY SMALLCAP 250,16-Feb-17,6076.92
NIFTY SMALLCAP 250,17-Feb-17,6117.56
NIFTY SMALLCAP 250,20-Feb-17,6177.76
NIFTY SMALLCAP 250,21-Feb-17,6210.19
NIFTY SMALLCAP 250,22-Feb-17,6177.71
NIFTY SMALLCAP 250,23-Feb-17,6182.22
NIFTY SMALLCAP 250,27-Feb-17,6191.32
NIFTY SMALLCAP 250,28-Feb-17,6241.56
NIFTY SMALLCAP 250,1-Mar-17,6282.83
NIFTY SMALLCAP 250,2-Mar-17,6206.25
NIFTY SMALLCAP 250,3-Mar-17,6228.56
NIFTY SMALLCAP 250,6-Mar-17,6258
NIFTY SMALLCAP 250,7-Mar-17,6263.74
NIFTY SMALLCAP 250,8-Mar-17,6232.7
NIFTY SMALLCAP 250,9-Mar-17,6229.74
NIFTY SMALLCAP 250,10-Mar-17,6220.96
NIFTY SMALLCAP 250,14-Mar-17,6298.58
NIFTY SMALLCAP 250,15-Mar-17,6354.99
NIFTY SMALLCAP 250,16-Mar-17,6419.83
NIFTY SMALLCAP 250,17-Mar-17,6406.38
NIFTY SMALLCAP 250,20-Mar-17,6415.92
NIFTY SMALLCAP 250,21-Mar-17,6409.81
NIFTY SMALLCAP 250,22-Mar-17,6351.15
NIFTY SMALLCAP 250,23-Mar-17,6408.85
NIFTY SMALLCAP 250,24-Mar-17,6442.91
NIFTY SMALLCAP 250,27-Mar-17,6436.17
NIFTY SMALLCAP 250,28-Mar-17,6461.64
NIFTY SMALLCAP 250,29-Mar-17,6496.01
NIFTY SMALLCAP 250,30-Mar-17,6541.53
NIFTY SMALLCAP 250,31-Mar-17,6602.37
NIFTY SMALLCAP 250,3-Apr-17,6690.01
NIFTY SMALLCAP 250,5-Apr-17,6772.86
NIFTY SMALLCAP 250,6-Apr-17,6749.24
NIFTY SMALLCAP 250,7-Apr-17,6695.38
NIFTY SMALLCAP 250,10-Apr-17,6742.96
NIFTY SMALLCAP 250,11-Apr-17,6825.33
NIFTY SMALLCAP 250,12-Apr-17,6792.86
NIFTY SMALLCAP 250,13-Apr-17,6806.95
NIFTY SMALLCAP 250,17-Apr-17,6845.56
NIFTY SMALLCAP 250,18-Apr-17,6780.81
NIFTY SMALLCAP 250,19-Apr-17,6845.22
NIFTY SMALLCAP 250,20-Apr-17,6948.71
NIFTY SMALLCAP 250,21-Apr-17,6990.78
NIFTY SMALLCAP 250,24-Apr-17,7053.83
NIFTY SMALLCAP 250,25-Apr-17,7096.36
NIFTY SMALLCAP 250,26-Apr-17,7023.79
NIFTY SMALLCAP 250,27-Apr-17,7028.37
NIFTY SMALLCAP 250,28-Apr-17,7073.99
NIFTY SMALLCAP 250,2-May-17,7095.82
NIFTY SMALLCAP 250,3-May-17,7112.47
NIFTY SMALLCAP 250,4-May-17,7136.07
NIFTY SMALLCAP 250,5-May-17,7056.46
NIFTY SMALLCAP 250,8-May-17,7119.56
NIFTY SMALLCAP 250,9-May-17,7162.14
NIFTY SMALLCAP 250,10-May-17,7220.53
NIFTY SMALLCAP 250,11-May-17,7212.16
NIFTY SMALLCAP 250,12-May-17,7161.81
NIFTY SMALLCAP 250,15-May-17,7219.46
NIFTY SMALLCAP 250,16-May-17,7275.88
NIFTY SMALLCAP 250,17-May-17,7264.54
NIFTY SMALLCAP 250,18-May-17,7115.15
NIFTY SMALLCAP 250,19-May-17,7055.79
NIFTY SMALLCAP 250,22-May-17,6962.43
NIFTY SMALLCAP 250,23-May-17,6813.09
NIFTY SMALLCAP 250,24-May-17,6691.34
NIFTY SMALLCAP 250,25-May-17,6848.42
NIFTY SMALLCAP 250,26-May-17,6975.85
NIFTY SMALLCAP 250,29-May-17,6857.28
NIFTY SMALLCAP 250,30-May-17,6886.09
NIFTY SMALLCAP 250,31-May-17,6965.39
NIFTY SMALLCAP 250,1-Jun-17,7028.62
NIFTY SMALLCAP 250,2-Jun-17,7073.48
NIFTY SMALLCAP 250,5-Jun-17,7107.64
NIFTY SMALLCAP 250,6-Jun-17,7051.08
NIFTY SMALLCAP 250,7-Jun-17,7089.41
NIFTY SMALLCAP 250,8-Jun-17,7108.34
NIFTY SMALLCAP 250,9-Jun-17,7147.51
NIFTY SMALLCAP 250,12-Jun-17,7106.88
NIFTY SMALLCAP 250,13-Jun-17,7132.98
NIFTY SMALLCAP 250,14-Jun-17,7159.7
NIFTY SMALLCAP 250,15-Jun-17,7190.01
NIFTY SMALLCAP 250,16-Jun-17,7224.11
NIFTY SMALLCAP 250,19-Jun-17,7221.87
NIFTY SMALLCAP 250,20-Jun-17,7229.22
NIFTY SMALLCAP 250,21-Jun-17,7232.64
NIFTY SMALLCAP 250,22-Jun-17,7183.51
NIFTY SMALLCAP 250,23-Jun-17,7078.96
NIFTY SMALLCAP 250,27-Jun-17,6955.11
NIFTY SMALLCAP 250,28-Jun-17,6967.14
NIFTY SMALLCAP 250,29-Jun-17,7036.59
NIFTY SMALLCAP 250,30-Jun-17,7062.09
NIFTY SMALLCAP 250,3-Jul-17,7147.18
NIFTY SMALLCAP 250,4-Jul-17,7141.83
NIFTY SMALLCAP 250,5-Jul-17,7222.47
NIFTY SMALLCAP 250,6-Jul-17,7251.13
NIFTY SMALLCAP 250,7-Jul-17,7273.79
NIFTY SMALLCAP 250,10-Jul-17,7302.55
NIFTY SMALLCAP 250,11-Jul-17,7245.94
NIFTY SMALLCAP 250,12-Jul-17,7306.75
NIFTY SMALLCAP 250,13-Jul-17,7336.89
NIFTY SMALLCAP 250,14-Jul-17,7306.29
NIFTY SMALLCAP 250,17-Jul-17,7313.23
NIFTY SMALLCAP 250,18-Jul-17,7262.28
NIFTY SMALLCAP 250,19-Jul-17,7340.93
NIFTY SMALLCAP 250,20-Jul-17,7350.39
NIFTY SMALLCAP 250,21-Jul-17,7370.97
NIFTY SMALLCAP 250,24-Jul-17,7383.43
NIFTY SMALLCAP 250,25-Jul-17,7386.91
NIFTY SMALLCAP 250,26-Jul-17,7413.94
NIFTY SMALLCAP 250,27-Jul-17,7358.5
NIFTY SMALLCAP 250,28-Jul-17,7382.85
NIFTY SMALLCAP 250,31-Jul-17,7381.43
NIFTY SMALLCAP 250,1-Aug-17,7374.32
NIFTY SMALLCAP 250,2-Aug-17,7359.19
NIFTY SMALLCAP 250,3-Aug-17,7280.4
NIFTY SMALLCAP 250,4-Aug-17,7280.33
NIFTY SMALLCAP 250,7-Aug-17,7355.7
NIFTY SMALLCAP 250,8-Aug-17,7236.5
NIFTY SMALLCAP 250,9-Aug-17,7116.1
NIFTY SMALLCAP 250,10-Aug-17,6844.12
NIFTY SMALLCAP 250,11-Aug-17,6840.17
NIFTY SMALLCAP 250,14-Aug-17,7009.38
NIFTY SMALLCAP 250,16-Aug-17,7103.59
NIFTY SMALLCAP 250,17-Aug-17,7147.67
NIFTY SMALLCAP 250,18-Aug-17,7104.16
NIFTY SMALLCAP 250,21-Aug-17,7015
NIFTY SMALLCAP 250,22-Aug-17,6968.7
NIFTY SMALLCAP 250,23-Aug-17,7062.18
NIFTY SMALLCAP 250,24-Aug-17,7102.19
NIFTY SMALLCAP 250,28-Aug-17,7197.19
NIFTY SMALLCAP 250,29-Aug-17,7106.95
NIFTY SMALLCAP 250,30-Aug-17,7210.99
NIFTY SMALLCAP 250,31-Aug-17,7267.72
NIFTY SMALLCAP 250,1-Sep-17,7336.5
NIFTY SMALLCAP 250,4-Sep-17,7276.5
NIFTY SMALLCAP 250,5-Sep-17,7351.16
NIFTY SMALLCAP 250,6-Sep-17,7383.42
NIFTY SMALLCAP 250,7-Sep-17,7431.45
NIFTY SMALLCAP 250,8-Sep-17,7417.93
NIFTY SMALLCAP 250,11-Sep-17,7447.06
NIFTY SMALLCAP 250,12-Sep-17,7514.66
NIFTY SMALLCAP 250,13-Sep-17,7470
NIFTY SMALLCAP 250,14-Sep-17,7500.37
NIFTY SMALLCAP 250,15-Sep-17,7507.61
NIFTY SMALLCAP 250,18-Sep-17,7574.73
NIFTY SMALLCAP 250,19-Sep-17,7614.34
NIFTY SMALLCAP 250,20-Sep-17,7602.6
NIFTY SMALLCAP 250,21-Sep-17,7550.08
NIFTY SMALLCAP 250,22-Sep-17,7318.65
NIFTY SMALLCAP 250,25-Sep-17,7164.91
NIFTY SMALLCAP 250,26-Sep-17,7224.77
NIFTY SMALLCAP 250,27-Sep-17,7078.02
NIFTY SMALLCAP 250,28-Sep-17,7129.63
NIFTY SMALLCAP 250,29-Sep-17,7233.46
NIFTY SMALLCAP 250,3-Oct-17,7261.85
NIFTY SMALLCAP 250,4-Oct-17,7317.77
NIFTY SMALLCAP 250,5-Oct-17,7377.24
NIFTY SMALLCAP 250,6-Oct-17,7465.76
NIFTY SMALLCAP 250,9-Oct-17,7508.68
NIFTY SMALLCAP 250,10-Oct-17,7568.19
NIFTY SMALLCAP 250,11-Oct-17,7485.8
NIFTY SMALLCAP 250,12-Oct-17,7568.43
NIFTY SMALLCAP 250,13-Oct-17,7598.16
NIFTY SMALLCAP 250,16-Oct-17,7602.39
NIFTY SMALLCAP 250,17-Oct-17,7660.52
NIFTY SMALLCAP 250,18-Oct-17,7660.88
NIFTY SMALLCAP 250,19-Oct-17,7668
NIFTY SMALLCAP 250,23-Oct-17,7692.39
NIFTY SMALLCAP 250,24-Oct-17,7745.66
NIFTY SMALLCAP 250,25-Oct-17,7761.42
NIFTY SMALLCAP 250,26-Oct-17,7803.29
NIFTY SMALLCAP 250,27-Oct-17,7826.58
NIFTY SMALLCAP 250,30-Oct-17,7914.72
NIFTY SMALLCAP 250,31-Oct-17,7950.92
NIFTY SMALLCAP 250,1-Nov-17,7994.41
NIFTY SMALLCAP 250,2-Nov-17,8022.99
NIFTY SMALLCAP 250,3-Nov-17,8072.17
NIFTY SMALLCAP 250,6-Nov-17,8106.63
NIFTY SMALLCAP 250,7-Nov-17,7996.39
NIFTY SMALLCAP 250,8-Nov-17,7926.07
NIFTY SMALLCAP 250,9-Nov-17,7968.25
NIFTY SMALLCAP 250,10-Nov-17,7972.12
NIFTY SMALLCAP 250,13-Nov-17,7915.55
NIFTY SMALLCAP 250,14-Nov-17,7899.76
NIFTY SMALLCAP 250,15-Nov-17,7772.55
NIFTY SMALLCAP 250,16-Nov-17,7854.76
NIFTY SMALLCAP 250,17-Nov-17,7919.06
NIFTY SMALLCAP 250,20-Nov-17,7989.69
NIFTY SMALLCAP 250,21-Nov-17,8019.23
NIFTY SMALLCAP 250,22-Nov-17,8039.75
NIFTY SMALLCAP 250,23-Nov-17,8087.6
NIFTY SMALLCAP 250,24-Nov-17,8111.71
NIFTY SMALLCAP 250,27-Nov-17,8174.43
NIFTY SMALLCAP 250,28-Nov-17,8195.87
NIFTY SMALLCAP 250,29-Nov-17,8188.69
NIFTY SMALLCAP 250,30-Nov-17,8207.2
NIFTY SMALLCAP 250,1-Dec-17,8091.31
NIFTY SMALLCAP 250,4-Dec-17,8030.36
NIFTY SMALLCAP 250,5-Dec-17,8018.24
NIFTY SMALLCAP 250,6-Dec-17,7978.45
NIFTY SMALLCAP 250,7-Dec-17,8085.65
NIFTY SMALLCAP 250,8-Dec-17,8166.76
NIFTY SMALLCAP 250,11-Dec-17,8167.89
NIFTY SMALLCAP 250,12-Dec-17,8094.01
NIFTY SMALLCAP 250,13-Dec-17,8027.73
NIFTY SMALLCAP 250,14-Dec-17,8006.52
NIFTY SMALLCAP 250,15-Dec-17,8115.56
NIFTY SMALLCAP 250,18-Dec-17,8139.43
NIFTY SMALLCAP 250,19-Dec-17,8286.76
NIFTY SMALLCAP 250,20-Dec-17,8354.88
NIFTY SMALLCAP 250,21-Dec-17,8444.46
NIFTY SMALLCAP 250,22-Dec-17,8495.4
NIFTY SMALLCAP 250,26-Dec-17,8557.86
NIFTY SMALLCAP 250,27-Dec-17,8513.21
NIFTY SMALLCAP 250,28-Dec-17,8541.58
NIFTY SMALLCAP 250,29-Dec-17,8590.42
NIFTY SMALLCAP 250,1-Jan-18,8636.33
NIFTY SMALLCAP 250,2-Jan-18,8575.32
NIFTY SMALLCAP 250,3-Jan-18,8649.33
NIFTY SMALLCAP 250,4-Jan-18,8748.44
NIFTY SMALLCAP 250,5-Jan-18,8829.48
NIFTY SMALLCAP 250,8-Jan-18,8910.17
NIFTY SMALLCAP 250,9-Jan-18,8917.73
NIFTY SMALLCAP 250,10-Jan-18,8923.24
NIFTY SMALLCAP 250,11-Jan-18,8970.55
NIFTY SMALLCAP 250,12-Jan-18,8966.55
NIFTY SMALLCAP 250,15-Jan-18,8986.98
NIFTY SMALLCAP 250,16-Jan-18,8770.83
NIFTY SMALLCAP 250,17-Jan-18,8816.1
NIFTY SMALLCAP 250,18-Jan-18,8626.65
NIFTY SMALLCAP 250,19-Jan-18,8709.3
NIFTY SMALLCAP 250,22-Jan-18,8767.32
NIFTY SMALLCAP 250,23-Jan-18,8804.23
NIFTY SMALLCAP 250,24-Jan-18,8727.39
NIFTY SMALLCAP 250,25-Jan-18,8654.19
NIFTY SMALLCAP 250,29-Jan-18,8536.57
NIFTY SMALLCAP 250,30-Jan-18,8415.28
NIFTY SMALLCAP 250,31-Jan-18,8339.22
NIFTY SMALLCAP 250,1-Feb-18,8341.89
NIFTY SMALLCAP 250,2-Feb-18,7922.77
NIFTY SMALLCAP 250,5-Feb-18,7922.29
NIFTY SMALLCAP 250,6-Feb-18,7747.07
NIFTY SMALLCAP 250,7-Feb-18,7896.45
NIFTY SMALLCAP 250,8-Feb-18,8081.83
NIFTY SMALLCAP 250,9-Feb-18,8111.02
NIFTY SMALLCAP 250,12-Feb-18,8246.27
NIFTY SMALLCAP 250,14-Feb-18,8241.86
NIFTY SMALLCAP 250,15-Feb-18,8140.48
NIFTY SMALLCAP 250,16-Feb-18,8032.08
NIFTY SMALLCAP 250,19-Feb-18,7947.46
NIFTY SMALLCAP 250,20-Feb-18,7939.51
NIFTY SMALLCAP 250,21-Feb-18,7920.6
NIFTY SMALLCAP 250,22-Feb-18,7879.8
NIFTY SMALLCAP 250,23-Feb-18,8009.99
NIFTY SMALLCAP 250,26-Feb-18,8095.69
NIFTY SMALLCAP 250,27-Feb-18,8048
NIFTY SMALLCAP 250,28-Feb-18,8045.5
NIFTY SMALLCAP 250,1-Mar-18,8014.21
NIFTY SMALLCAP 250,5-Mar-18,7925.3
NIFTY SMALLCAP 250,6-Mar-18,7814.89
NIFTY SMALLCAP 250,7-Mar-18,7636.75
NIFTY SMALLCAP 250,8-Mar-18,7675.65
NIFTY SMALLCAP 250,9-Mar-18,7646.87
NIFTY SMALLCAP 250,12-Mar-18,7680.33
NIFTY SMALLCAP 250,13-Mar-18,7777.33
NIFTY SMALLCAP 250,14-Mar-18,7772.78
NIFTY SMALLCAP 250,15-Mar-18,7849.53
NIFTY SMALLCAP 250,16-Mar-18,7748.99
NIFTY SMALLCAP 250,19-Mar-18,7580.66
NIFTY SMALLCAP 250,20-Mar-18,7579.97
NIFTY SMALLCAP 250,21-Mar-18,7610.03
NIFTY SMALLCAP 250,22-Mar-18,7514.44
NIFTY SMALLCAP 250,23-Mar-18,7392.17
NIFTY SMALLCAP 250,26-Mar-18,7442.21
NIFTY SMALLCAP 250,27-Mar-18,7548.73
NIFTY SMALLCAP 250,28-Mar-18,7451.77
NIFTY SMALLCAP 250,2-Apr-18,7598.12
NIFTY SMALLCAP 250,3-Apr-18,7697.58
NIFTY SMALLCAP 250,4-Apr-18,7621.45
NIFTY SMALLCAP 250,5-Apr-18,7770.78
NIFTY SMALLCAP 250,6-Apr-18,7818.68
NIFTY SMALLCAP 250,9-Apr-18,7833.64
NIFTY SMALLCAP 250,10-Apr-18,7832.39
NIFTY SMALLCAP 250,11-Apr-18,7833.23
NIFTY SMALLCAP 250,12-Apr-18,7811.29
NIFTY SMALLCAP 250,13-Apr-18,7829.24
NIFTY SMALLCAP 250,16-Apr-18,7857.21
NIFTY SMALLCAP 250,17-Apr-18,7873.22
NIFTY SMALLCAP 250,18-Apr-18,7846.51
NIFTY SMALLCAP 250,19-Apr-18,7914.41
NIFTY SMALLCAP 250,20-Apr-18,7920.59
NIFTY SMALLCAP 250,23-Apr-18,7946.01
NIFTY SMALLCAP 250,24-Apr-18,7929.18
NIFTY SMALLCAP 250,25-Apr-18,7839.64
NIFTY SMALLCAP 250,26-Apr-18,7852.41
NIFTY SMALLCAP 250,27-Apr-18,7886.48
NIFTY SMALLCAP 250,30-Apr-18,7967.46
NIFTY SMALLCAP 250,2-May-18,7881.01
NIFTY SMALLCAP 250,3-May-18,7807.16
NIFTY SMALLCAP 250,4-May-18,7787.57
NIFTY SMALLCAP 250,7-May-18,7834.31
NIFTY SMALLCAP 250,8-May-18,7869.62
NIFTY SMALLCAP 250,9-May-18,7851.91
NIFTY SMALLCAP 250,10-May-18,7728.85
NIFTY SMALLCAP 250,11-May-18,7708.44
NIFTY SMALLCAP 250,14-May-18,7622.57
NIFTY SMALLCAP 250,15-May-18,7553.18
NIFTY SMALLCAP 250,16-May-18,7561.35
NIFTY SMALLCAP 250,17-May-18,7617.64
NIFTY SMALLCAP 250,18-May-18,7470.22
NIFTY SMALLCAP 250,21-May-18,7288.64
NIFTY SMALLCAP 250,22-May-18,7372.6
NIFTY SMALLCAP 250,23-May-18,7352.14
NIFTY SMALLCAP 250,24-May-18,7354.28
NIFTY SMALLCAP 250,25-May-18,7451.54
NIFTY SMALLCAP 250,28-May-18,7563.09
NIFTY SMALLCAP 250,29-May-18,7549
NIFTY SMALLCAP 250,30-May-18,7533.02
NIFTY SMALLCAP 250,31-May-18,7476.6
NIFTY SMALLCAP 250,1-Jun-18,7359.49
NIFTY SMALLCAP 250,4-Jun-18,7177.99
NIFTY SMALLCAP 250,5-Jun-18,6984.45
NIFTY SMALLCAP 250,6-Jun-18,7094.54
NIFTY SMALLCAP 250,7-Jun-18,7246.27
NIFTY SMALLCAP 250,8-Jun-18,7300.76
NIFTY SMALLCAP 250,11-Jun-18,7330.53
NIFTY SMALLCAP 250,12-Jun-18,7376.64
NIFTY SMALLCAP 250,13-Jun-18,7359.53
NIFTY SMALLCAP 250,14-Jun-18,7349.11
NIFTY SMALLCAP 250,15-Jun-18,7303.59
NIFTY SMALLCAP 250,18-Jun-18,7248.36
NIFTY SMALLCAP 250,19-Jun-18,7150.86
NIFTY SMALLCAP 250,20-Jun-18,7164.26
NIFTY SMALLCAP 250,21-Jun-18,7102.34
NIFTY SMALLCAP 250,22-Jun-18,7102.72
NIFTY SMALLCAP 250,25-Jun-18,7046.47
NIFTY SMALLCAP 250,26-Jun-18,6989.15
NIFTY SMALLCAP 250,27-Jun-18,6848.03
NIFTY SMALLCAP 250,28-Jun-18,6739.95
NIFTY SMALLCAP 250,29-Jun-18,6880.9
NIFTY SMALLCAP 250,2-Jul-18,6818.22
NIFTY SMALLCAP 250,3-Jul-18,6850.44
NIFTY SMALLCAP 250,4-Jul-18,6881.38
NIFTY SMALLCAP 250,5-Jul-18,6843.62
NIFTY SMALLCAP 250,6-Jul-18,6879.96
NIFTY SMALLCAP 250,9-Jul-18,6990.83
NIFTY SMALLCAP 250,10-Jul-18,7065.46
NIFTY SMALLCAP 250,11-Jul-18,7038.97
NIFTY SMALLCAP 250,12-Jul-18,7041.04
NIFTY SMALLCAP 250,13-Jul-18,6914.4
NIFTY SMALLCAP 250,16-Jul-18,6731.85
NIFTY SMALLCAP 250,17-Jul-18,6806.66
NIFTY SMALLCAP 250,18-Jul-18,6740.45
NIFTY SMALLCAP 250,19-Jul-18,6683.16
NIFTY SMALLCAP 250,20-Jul-18,6708.54
NIFTY SMALLCAP 250,23-Jul-18,6764.27
NIFTY SMALLCAP 250,24-Jul-18,6918.49
NIFTY SMALLCAP 250,25-Jul-18,6943.45
NIFTY SMALLCAP 250,26-Jul-18,6973.85
NIFTY SMALLCAP 250,27-Jul-18,7044.97
NIFTY SMALLCAP 250,30-Jul-18,7077.36
NIFTY SMALLCAP 250,31-Jul-18,7088.78
NIFTY SMALLCAP 250,1-Aug-18,7097.06
NIFTY SMALLCAP 250,2-Aug-18,7094.55
NIFTY SMALLCAP 250,3-Aug-18,7196
NIFTY SMALLCAP 250,6-Aug-18,7222.19
NIFTY SMALLCAP 250,7-Aug-18,7188.4
NIFTY SMALLCAP 250,8-Aug-18,7209.23
NIFTY SMALLCAP 250,9-Aug-18,7245.49
NIFTY SMALLCAP 250,10-Aug-18,7171.05
NIFTY SMALLCAP 250,13-Aug-18,7104.74
NIFTY SMALLCAP 250,14-Aug-18,7127.4
NIFTY SMALLCAP 250,16-Aug-18,7104.33
NIFTY SMALLCAP 250,17-Aug-18,7172.86
NIFTY SMALLCAP 250,20-Aug-18,7189.19
NIFTY SMALLCAP 250,21-Aug-18,7221.47
NIFTY SMALLCAP 250,23-Aug-18,7209.62
NIFTY SMALLCAP 250,24-Aug-18,7193.42
NIFTY SMALLCAP 250,27-Aug-18,7240.14
NIFTY SMALLCAP 250,28-Aug-18,7255.21
NIFTY SMALLCAP 250,29-Aug-18,7274.36
NIFTY SMALLCAP 250,30-Aug-18,7319.51
NIFTY SMALLCAP 250,31-Aug-18,7361.15
NIFTY SMALLCAP 250,3-Sep-18,7351.77
NIFTY SMALLCAP 250,4-Sep-18,7199.19
NIFTY SMALLCAP 250,5-Sep-18,7180.35
NIFTY SMALLCAP 250,6-Sep-18,7221.29
NIFTY SMALLCAP 250,7-Sep-18,7253.74
NIFTY SMALLCAP 250,10-Sep-18,7170.9
NIFTY SMALLCAP 250,11-Sep-18,7074.33
NIFTY SMALLCAP 250,12-Sep-18,7056.71
NIFTY SMALLCAP 250,14-Sep-18,7150.5
NIFTY SMALLCAP 250,17-Sep-18,7160.58
NIFTY SMALLCAP 250,18-Sep-18,7042.85
NIFTY SMALLCAP 250,19-Sep-18,6985.38
NIFTY SMALLCAP 250,21-Sep-18,6763.82
NIFTY SMALLCAP 250,24-Sep-18,6594.11
NIFTY SMALLCAP 250,25-Sep-18,6537.35
NIFTY SMALLCAP 250,26-Sep-18,6533.32
NIFTY SMALLCAP 250,27-Sep-18,6393.82
NIFTY SMALLCAP 250,28-Sep-18,6141.71
NIFTY SMALLCAP 250,1-Oct-18,6146.57
NIFTY SMALLCAP 250,3-Oct-18,6176.15
NIFTY SMALLCAP 250,4-Oct-18,6045.1
NIFTY SMALLCAP 250,5-Oct-18,5917.05
NIFTY SMALLCAP 250,8-Oct-18,5807.85
NIFTY SMALLCAP 250,9-Oct-18,5779.48
NIFTY SMALLCAP 250,10-Oct-18,5990.93
NIFTY SMALLCAP 250,11-Oct-18,5885.92
NIFTY SMALLCAP 250,12-Oct-18,6034.9
NIFTY SMALLCAP 250,15-Oct-18,6109.67
NIFTY SMALLCAP 250,16-Oct-18,6203.89
NIFTY SMALLCAP 250,17-Oct-18,6057.69
NIFTY SMALLCAP 250,19-Oct-18,5991.72
