"Date","Price","Open","High","Low","Vol.","Change %"
"20-01-2024","30,696.16","30,696.16","30,696.16","30,696.16","","-0.02%"
"19-01-2024","30,703.17","30,703.17","30,703.17","30,703.17","","1.01%"
"18-01-2024","30,395.29","30,395.29","30,395.29","30,395.29","","-0.37%"
"17-01-2024","30,509.29","30,509.29","30,509.29","30,509.29","","-1.71%"
"16-01-2024","31,041.51","31,041.51","31,041.51","31,041.51","","-0.29%"
"15-01-2024","31,132.31","31,132.31","31,132.31","31,132.31","","0.71%"
"12-01-2024","30,913.19","30,913.19","30,913.19","30,913.19","","0.82%"
"11-01-2024","30,660.78","30,660.78","30,660.78","30,660.78","","0.34%"
"10-01-2024","30,556.65","30,556.65","30,556.65","30,556.65","","0.30%"
"09-01-2024","30,465.39","30,465.39","30,465.39","30,465.39","","0.22%"
"08-01-2024","30,399.86","30,399.86","30,399.86","30,399.86","","-0.88%"
"05-01-2024","30,670.51","30,670.51","30,670.51","30,670.51","","0.25%"
"04-01-2024","30,593.27","30,593.27","30,593.27","30,593.27","","0.90%"
"03-01-2024","30,320.70","30,320.70","30,320.70","30,320.70","","-0.26%"
"02-01-2024","30,400.92","30,400.92","30,400.92","30,400.92","","-0.06%"
"29-12-2023","30,417.80","30,417.80","30,417.80","30,417.80","","0.15%"
"28-12-2023","30,370.94","30,370.94","30,370.94","30,370.94","","0.53%"
"27-12-2023","30,210.78","30,210.78","30,210.78","30,210.78","","0.77%"
"26-12-2023","29,978.90","29,978.90","29,978.90","29,978.90","","0.49%"
"22-12-2023","29,831.49","29,831.49","29,831.49","29,831.49","","0.60%"
"21-12-2023","29,654.71","29,654.71","29,654.71","29,654.71","","0.86%"
"20-12-2023","29,400.59","29,400.59","29,400.59","29,400.59","","-2.03%"
"19-12-2023","30,010.85","30,010.85","30,010.85","30,010.85","","0.07%"
"18-12-2023","29,989.39","29,989.39","29,989.39","29,989.39","","0.05%"
"15-12-2023","29,972.97","29,972.97","29,972.97","29,972.97","","0.90%"
"14-12-2023","29,704.91","29,704.91","29,704.91","29,704.91","","1.19%"
"13-12-2023","29,356.39","29,356.39","29,356.39","29,356.39","","0.35%"
"12-12-2023","29,255.20","29,255.20","29,255.20","29,255.20","","-0.44%"
"11-12-2023","29,385.81","29,385.81","29,385.81","29,385.81","","0.36%"
"08-12-2023","29,281.34","29,281.34","29,281.34","29,281.34","","0.00%"
"07-12-2023","29,281.91","29,281.91","29,281.91","29,281.91","","0.13%"
"06-12-2023","29,244.57","29,244.57","29,244.57","29,244.57","","0.49%"
"05-12-2023","29,101.40","29,101.40","29,101.40","29,101.40","","0.76%"
"04-12-2023","28,882.17","28,882.17","28,882.17","28,882.17","","1.84%"
"01-12-2023","28,360.55","28,360.55","28,360.55","28,360.55","","0.71%"
"30-11-2023","28,161.16","28,161.16","28,161.16","28,161.16","","0.47%"
"29-11-2023","28,029.82","28,029.82","28,029.82","28,029.82","","0.91%"
"28-11-2023","27,775.75","27,775.75","27,775.75","27,775.75","","0.56%"
"24-11-2023","27,621.90","27,621.90","27,621.90","27,621.90","","0.03%"
"23-11-2023","27,614.05","27,614.05","27,614.05","27,614.05","","0.07%"
"22-11-2023","27,595.66","27,595.66","27,595.66","27,595.66","","0.00%"
"21-11-2023","27,594.87","27,594.87","27,594.87","27,594.87","","0.31%"
"20-11-2023","27,510.09","27,510.09","27,510.09","27,510.09","","-0.15%"
"17-11-2023","27,551.74","27,551.74","27,551.74","27,551.74","","0.05%"
"16-11-2023","27,539.17","27,539.17","27,539.17","27,539.17","","0.50%"
"15-11-2023","27,402.22","27,402.22","27,402.22","27,402.22","","1.10%"
"13-11-2023","27,105.14","27,105.14","27,105.14","27,105.14","","-0.24%"
"12-11-2023","27,170.84","27,170.84","27,170.84","27,170.84","","0.61%"
"10-11-2023","27,007.31","27,007.31","27,007.31","27,007.31","","0.22%"
"09-11-2023","26,947.40","26,947.40","26,947.40","26,947.40","","-0.23%"
"08-11-2023","27,010.76","27,010.76","27,010.76","27,010.76","","0.42%"
"07-11-2023","26,897.88","26,897.88","26,897.88","26,897.88","","0.17%"
"06-11-2023","26,852.91","26,852.91","26,852.91","26,852.91","","0.94%"
"03-11-2023","26,603.20","26,603.20","26,603.20","26,603.20","","0.66%"
"02-11-2023","26,428.25","26,428.25","26,428.25","26,428.25","","0.96%"
"01-11-2023","26,176.34","26,176.34","26,176.34","26,176.34","","-0.40%"
"31-10-2023","26,281.76","26,281.76","26,281.76","26,281.76","","-0.15%"
"30-10-2023","26,320.74","26,320.74","26,320.74","26,320.74","","0.36%"
"27-10-2023","26,225.88","26,225.88","26,225.88","26,225.88","","1.27%"
"26-10-2023","25,896.34","25,896.34","25,896.34","25,896.34","","-1.23%"
"25-10-2023","26,217.58","26,217.58","26,217.58","26,217.58","","-0.71%"
"23-10-2023","26,404.83","26,404.83","26,404.83","26,404.83","","-1.86%"
"20-10-2023","26,905.17","26,905.17","26,905.17","26,905.17","","-0.58%"
"19-10-2023","27,061.52","27,061.52","27,061.52","27,061.52","","-0.19%"
"18-10-2023","27,112.09","27,112.09","27,112.09","27,112.09","","-0.71%"
"17-10-2023","27,305.47","27,305.47","27,305.47","27,305.47","","0.43%"
"16-10-2023","27,188.68","27,188.68","27,188.68","27,188.68","","0.02%"
"13-10-2023","27,184.52","27,184.52","27,184.52","27,184.52","","-0.17%"
"12-10-2023","27,230.45","27,230.45","27,230.45","27,230.45","","0.07%"
"11-10-2023","27,211.10","27,211.10","27,211.10","27,211.10","","0.60%"
"10-10-2023","27,048.54","27,048.54","27,048.54","27,048.54","","1.03%"
"09-10-2023","26,773.95","26,773.95","26,773.95","26,773.95","","-0.96%"
"06-10-2023","27,033.29","27,033.29","27,033.29","27,033.29","","0.57%"
"05-10-2023","26,880.39","26,880.39","26,880.39","26,880.39","","0.42%"
"04-10-2023","26,766.76","26,766.76","26,766.76","26,766.76","","-0.76%"
"03-10-2023","26,972.02","26,972.02","26,972.02","26,972.02","","-0.22%"
"29-09-2023","27,031.74","27,031.74","27,031.74","27,031.74","","0.71%"
"28-09-2023","26,840.81","26,840.81","26,840.81","26,840.81","","-0.98%"
"27-09-2023","27,107.39","27,107.39","27,107.39","27,107.39","","0.40%"
"25-09-2023","26,999.45","26,999.45","26,999.45","26,999.45","","0.07%"
"22-09-2023","26,981.05","26,981.05","26,981.05","26,981.05","","-0.25%"
"21-09-2023","27,047.52","27,047.52","27,047.52","27,047.52","","-0.84%"
"20-09-2023","27,275.34","27,275.34","27,275.34","27,275.34","","-0.93%"
"18-09-2023","27,531.77","27,531.77","27,531.77","27,531.77","","-0.29%"
"15-09-2023","27,612.99","27,612.99","27,612.99","27,612.99","","0.36%"
"14-09-2023","27,515.02","27,515.02","27,515.02","27,515.02","","0.44%"
"13-09-2023","27,394.90","27,394.90","27,394.90","27,394.90","","0.38%"
"12-09-2023","27,291.38","27,291.38","27,291.38","27,291.38","","-1.09%"
"11-09-2023","27,592.63","27,592.63","27,592.63","27,592.63","","0.95%"
"08-09-2023","27,333.04","27,333.04","27,333.04","27,333.04","","0.59%"
"07-09-2023","27,173.35","27,173.35","27,173.35","27,173.35","","0.58%"
"06-09-2023","27,015.63","27,015.63","27,015.63","27,015.63","","0.19%"
"05-09-2023","26,964.77","26,964.77","26,964.77","26,964.77","","0.41%"
"04-09-2023","26,853.57","26,853.57","26,853.57","26,853.57","","0.62%"
"01-09-2023","26,687.23","26,687.23","26,687.23","26,687.23","","0.89%"
"31-08-2023","26,451.77","26,451.77","26,451.77","26,451.77","","-0.26%"
"30-08-2023","26,521.52","26,521.52","26,521.52","26,521.52","","0.25%"
"29-08-2023","26,456.41","26,456.41","26,456.41","26,456.41","","0.31%"
"28-08-2023","26,374.96","26,374.96","26,374.96","26,374.96","","0.32%"
"25-08-2023","26,289.91","26,289.91","26,289.91","26,289.91","","-0.64%"
"24-08-2023","26,459.92","26,459.92","26,459.92","26,459.92","","-0.12%"
"23-08-2023","26,491.09","26,491.09","26,491.09","26,491.09","","0.27%"
"22-08-2023","26,420.68","26,420.68","26,420.68","26,420.68","","0.32%"
"21-08-2023","26,337.03","26,337.03","26,337.03","26,337.03","","0.59%"
"18-08-2023","26,183.37","26,183.37","26,183.37","26,183.37","","-0.25%"
"17-08-2023","26,249.46","26,249.46","26,249.46","26,249.46","","-0.30%"
"16-08-2023","26,328.16","26,328.16","26,328.16","26,328.16","","0.16%"
"14-08-2023","26,285.20","26,285.20","26,285.20","26,285.20","","-0.19%"
"11-08-2023","26,335.87","26,335.87","26,335.87","26,335.87","","-0.44%"
"10-08-2023","26,451.46","26,451.46","26,451.46","26,451.46","","-0.38%"
"09-08-2023","26,551.16","26,551.16","26,551.16","26,551.16","","0.36%"
"08-08-2023","26,454.63","26,454.63","26,454.63","26,454.63","","-0.04%"
"07-08-2023","26,465.57","26,465.57","26,465.57","26,465.57","","0.39%"
"04-08-2023","26,362.94","26,362.94","26,362.94","26,362.94","","0.71%"
"03-08-2023","26,176.98","26,176.98","26,176.98","26,176.98","","-0.50%"
"02-08-2023","26,308.16","26,308.16","26,308.16","26,308.16","","-1.10%"
"01-08-2023","26,600.66","26,600.66","26,600.66","26,600.66","","-0.04%"
"31-07-2023","26,612.52","26,612.52","26,612.52","26,612.52","","0.65%"
"28-07-2023","26,439.89","26,439.89","26,439.89","26,439.89","","0.19%"
"27-07-2023","26,390.08","26,390.08","26,390.08","26,390.08","","-0.32%"
"26-07-2023","26,474.86","26,474.86","26,474.86","26,474.86","","0.46%"
"25-07-2023","26,352.58","26,352.58","26,352.58","26,352.58","","0.19%"
"24-07-2023","26,302.90","26,302.90","26,302.90","26,302.90","","-0.23%"
"21-07-2023","26,363.76","26,363.76","26,363.76","26,363.76","","-0.80%"
"20-07-2023","26,576.66","26,576.66","26,576.66","26,576.66","","0.54%"
"19-07-2023","26,433.69","26,433.69","26,433.69","26,433.69","","0.48%"
"18-07-2023","26,306.44","26,306.44","26,306.44","26,306.44","","0.00%"
"17-07-2023","26,306.40","26,306.40","26,306.40","26,306.40","","0.64%"
"14-07-2023","26,140.06","26,140.06","26,140.06","26,140.06","","0.87%"
"13-07-2023","25,915.16","25,915.16","25,915.16","25,915.16","","-0.10%"
"12-07-2023","25,941.03","25,941.03","25,941.03","25,941.03","","-0.04%"
"11-07-2023","25,951.75","25,951.75","25,951.75","25,951.75","","0.58%"
"10-07-2023","25,802.98","25,802.98","25,802.98","25,802.98","","-0.06%"
"07-07-2023","25,819.68","25,819.68","25,819.68","25,819.68","","-0.77%"
"06-07-2023","26,019.50","26,019.50","26,019.50","26,019.50","","0.59%"
"05-07-2023","25,866.77","25,866.77","25,866.77","25,866.77","","0.25%"
"04-07-2023","25,802.39","25,802.39","25,802.39","25,802.39","","0.17%"
"03-07-2023","25,758.55","25,758.55","25,758.55","25,758.55","","0.60%"
"30-06-2023","25,605.81","25,605.81","25,605.81","25,605.81","","0.95%"
"28-06-2023","25,365.60","25,365.60","25,365.60","25,365.60","","0.70%"
"27-06-2023","25,188.25","25,188.25","25,188.25","25,188.25","","0.61%"
"26-06-2023","25,036.52","25,036.52","25,036.52","25,036.52","","0.34%"
"23-06-2023","24,951.37","24,951.37","24,951.37","24,951.37","","-0.80%"
"22-06-2023","25,151.71","25,151.71","25,151.71","25,151.71","","-0.62%"
"21-06-2023","25,307.38","25,307.38","25,307.38","25,307.38","","0.26%"
"20-06-2023","25,242.91","25,242.91","25,242.91","25,242.91","","0.36%"
"19-06-2023","25,152.76","25,152.76","25,152.76","25,152.76","","-0.23%"
"16-06-2023","25,210.05","25,210.05","25,210.05","25,210.05","","0.77%"
"15-06-2023","25,016.49","25,016.49","25,016.49","25,016.49","","-0.14%"
"14-06-2023","25,051.74","25,051.74","25,051.74","25,051.74","","0.23%"
"13-06-2023","24,995.38","24,995.38","24,995.38","24,995.38","","0.75%"
"12-06-2023","24,809.86","24,809.86","24,809.86","24,809.86","","0.33%"
"09-06-2023","24,728.83","24,728.83","24,728.83","24,728.83","","-0.26%"
"08-06-2023","24,794.46","24,794.46","24,794.46","24,794.46","","-0.53%"
"07-06-2023","24,927.81","24,927.81","24,927.81","24,927.81","","0.81%"
"06-06-2023","24,727.42","24,727.42","24,727.42","24,727.42","","0.12%"
"05-06-2023","24,698.02","24,698.02","24,698.02","24,698.02","","0.31%"
"02-06-2023","24,622.76","24,622.76","24,622.76","24,622.76","","0.38%"
"01-06-2023","24,528.90","24,528.90","24,528.90","24,528.90","","-0.04%"
"31-05-2023","24,538.09","24,538.09","24,538.09","24,538.09","","-0.17%"
"30-05-2023","24,580.88","24,580.88","24,580.88","24,580.88","","0.17%"
"29-05-2023","24,538.66","24,538.66","24,538.66","24,538.66","","0.48%"
"26-05-2023","24,420.97","24,420.97","24,420.97","24,420.97","","0.91%"
"25-05-2023","24,200.87","24,200.87","24,200.87","24,200.87","","0.25%"
"24-05-2023","24,139.55","24,139.55","24,139.55","24,139.55","","-0.18%"
"23-05-2023","24,184.07","24,184.07","24,184.07","24,184.07","","0.26%"
"22-05-2023","24,120.68","24,120.68","24,120.68","24,120.68","","0.63%"
"19-05-2023","23,970.65","23,970.65","23,970.65","23,970.65","","0.31%"
"18-05-2023","23,897.44","23,897.44","23,897.44","23,897.44","","-0.42%"
"17-05-2023","23,998.15","23,998.15","23,998.15","23,998.15","","-0.43%"
"16-05-2023","24,100.95","24,100.95","24,100.95","24,100.95","","-0.23%"
"15-05-2023","24,157.41","24,157.41","24,157.41","24,157.41","","0.47%"
"12-05-2023","24,044.99","24,044.99","24,044.99","24,044.99","","-0.04%"
"11-05-2023","24,055.22","24,055.22","24,055.22","24,055.22","","0.12%"
"10-05-2023","24,027.20","24,027.20","24,027.20","24,027.20","","0.30%"
"09-05-2023","23,956.36","23,956.36","23,956.36","23,956.36","","-0.04%"
"08-05-2023","23,966.42","23,966.42","23,966.42","23,966.42","","0.97%"
"05-05-2023","23,735.76","23,735.76","23,735.76","23,735.76","","-0.82%"
"04-05-2023","23,932.90","23,932.90","23,932.90","23,932.90","","0.85%"
"03-05-2023","23,732.29","23,732.29","23,732.29","23,732.29","","-0.16%"
"02-05-2023","23,770.12","23,770.12","23,770.12","23,770.12","","0.53%"
"28-04-2023","23,643.94","23,643.94","23,643.94","23,643.94","","0.97%"
"27-04-2023","23,415.66","23,415.66","23,415.66","23,415.66","","0.54%"
"26-04-2023","23,290.30","23,290.30","23,290.30","23,290.30","","0.26%"
"25-04-2023","23,230.20","23,230.20","23,230.20","23,230.20","","0.17%"
"24-04-2023","23,190.50","23,190.50","23,190.50","23,190.50","","0.56%"
"21-04-2023","23,061.48","23,061.48","23,061.48","23,061.48","","-0.10%"
"20-04-2023","23,083.44","23,083.44","23,083.44","23,083.44","","0.03%"
"19-04-2023","23,075.89","23,075.89","23,075.89","23,075.89","","-0.27%"
"18-04-2023","23,138.20","23,138.20","23,138.20","23,138.20","","-0.05%"
"17-04-2023","23,149.56","23,149.56","23,149.56","23,149.56","","-0.33%"
"13-04-2023","23,227.12","23,227.12","23,227.12","23,227.12","","0.09%"
"12-04-2023","23,205.72","23,205.72","23,205.72","23,205.72","","0.50%"
"11-04-2023","23,090.27","23,090.27","23,090.27","23,090.27","","0.52%"
"10-04-2023","22,970.96","22,970.96","22,970.96","22,970.96","","0.21%"
"06-04-2023","22,922.21","22,922.21","22,922.21","22,922.21","","0.34%"
"05-04-2023","22,844.93","22,844.93","22,844.93","22,844.93","","0.74%"
"03-04-2023","22,678.03","22,678.03","22,678.03","22,678.03","","0.30%"
"31-03-2023","22,609.54","22,609.54","22,609.54","22,609.54","","1.48%"
"29-03-2023","22,279.71","22,279.71","22,279.71","22,279.71","","0.94%"
"28-03-2023","22,071.73","22,071.73","22,071.73","22,071.73","","-0.36%"
"27-03-2023","22,150.83","22,150.83","22,150.83","22,150.83","","-0.11%"
"24-03-2023","22,176.11","22,176.11","22,176.11","22,176.11","","-0.86%"
"23-03-2023","22,368.83","22,368.83","22,368.83","22,368.83","","-0.39%"
"22-03-2023","22,456.46","22,456.46","22,456.46","22,456.46","","0.34%"
"21-03-2023","22,380.86","22,380.86","22,380.86","22,380.86","","0.66%"
"20-03-2023","22,234.47","22,234.47","22,234.47","22,234.47","","-0.72%"
"17-03-2023","22,395.26","22,395.26","22,395.26","22,395.26","","0.63%"
"16-03-2023","22,254.68","22,254.68","22,254.68","22,254.68","","0.07%"
"15-03-2023","22,238.83","22,238.83","22,238.83","22,238.83","","-0.27%"
"14-03-2023","22,298.04","22,298.04","22,298.04","22,298.04","","-0.66%"
"13-03-2023","22,446.97","22,446.97","22,446.97","22,446.97","","-1.54%"
"10-03-2023","22,797.01","22,797.01","22,797.01","22,797.01","","-0.84%"
"09-03-2023","22,989.73","22,989.73","22,989.73","22,989.73","","-0.79%"
"08-03-2023","23,172.99","23,172.99","23,172.99","23,172.99","","0.28%"
"06-03-2023","23,108.97","23,108.97","23,108.97","23,108.97","","0.72%"
"03-03-2023","22,943.96","22,943.96","22,943.96","22,943.96","","1.29%"
"02-03-2023","22,652.74","22,652.74","22,652.74","22,652.74","","-0.53%"
"01-03-2023","22,773.28","22,773.28","22,773.28","22,773.28","","1.01%"
"28-02-2023","22,546.35","22,546.35","22,546.35","22,546.35","","-0.21%"
"27-02-2023","22,592.89","22,592.89","22,592.89","22,592.89","","-0.56%"
"24-02-2023","22,719.84","22,719.84","22,719.84","22,719.84","","-0.25%"
"23-02-2023","22,775.81","22,775.81","22,775.81","22,775.81","","-0.24%"
"22-02-2023","22,830.35","22,830.35","22,830.35","22,830.35","","-1.42%"
"21-02-2023","23,158.96","23,158.96","23,158.96","23,158.96","","-0.16%"
"20-02-2023","23,197.00","23,197.00","23,197.00","23,197.00","","-0.43%"
"17-02-2023","23,298.25","23,298.25","23,298.25","23,298.25","","-0.52%"
"16-02-2023","23,420.94","23,420.94","23,420.94","23,420.94","","0.29%"
"15-02-2023","23,352.25","23,352.25","23,352.25","23,352.25","","0.52%"
"14-02-2023","23,231.75","23,231.75","23,231.75","23,231.75","","0.46%"
"13-02-2023","23,125.41","23,125.41","23,125.41","23,125.41","","-0.77%"
"10-02-2023","23,304.12","23,304.12","23,304.12","23,304.12","","-0.09%"
"09-02-2023","23,325.42","23,325.42","23,325.42","23,325.42","","0.01%"
"08-02-2023","23,322.64","23,322.64","23,322.64","23,322.64","","0.85%"
"07-02-2023","23,125.02","23,125.02","23,125.02","23,125.02","","-0.21%"
"06-02-2023","23,174.09","23,174.09","23,174.09","23,174.09","","-0.19%"
"03-02-2023","23,217.58","23,217.58","23,217.58","23,217.58","","0.83%"
"02-02-2023","23,026.24","23,026.24","23,026.24","23,026.24","","-0.05%"
"01-02-2023","23,038.80","23,038.80","23,038.80","23,038.80","","-0.59%"
"31-01-2023","23,175.05","23,175.05","23,175.05","23,175.05","","0.55%"
"30-01-2023","23,048.29","23,048.29","23,048.29","23,048.29","","-0.14%"
"27-01-2023","23,080.08","23,080.08","23,080.08","23,080.08","","-1.96%"
"25-01-2023","23,541.16","23,541.16","23,541.16","23,541.16","","-1.41%"
"24-01-2023","23,876.66","23,876.66","23,876.66","23,876.66","","-0.09%"
"23-01-2023","23,899.01","23,899.01","23,899.01","23,899.01","","0.36%"
"20-01-2023","23,813.19","23,813.19","23,813.19","23,813.19","","-0.47%"
"19-01-2023","23,924.61","23,924.61","23,924.61","23,924.61","","-0.29%"
"18-01-2023","23,994.91","23,994.91","23,994.91","23,994.91","","0.46%"
"17-01-2023","23,885.99","23,885.99","23,885.99","23,885.99","","0.33%"
"16-01-2023","23,808.34","23,808.34","23,808.34","23,808.34","","0.00%"
"13-01-2023","23,808.34","23,808.34","23,808.34","23,808.34","","0.29%"
"12-01-2023","23,738.93","23,738.93","23,738.93","23,738.93","","0.00%"
"11-01-2023","23,738.93","23,738.93","23,738.93","23,738.93","","-0.16%"
"10-01-2023","23,775.95","23,775.95","23,775.95","23,775.95","","0.35%"
"09-01-2023","23,693.33","23,693.33","23,693.33","23,693.33","","0.00%"
"06-01-2023","23,693.33","23,693.33","23,693.33","23,693.33","","-0.74%"
"05-01-2023","23,870.50","23,870.50","23,870.50","23,870.50","","-0.04%"
"04-01-2023","23,881.12","23,881.12","23,881.12","23,881.12","","-1.06%"
"03-01-2023","24,136.79","24,136.79","24,136.79","24,136.79","","0.22%"
"02-01-2023","24,083.14","24,083.14","24,083.14","24,083.14","","0.48%"
"30-12-2022","23,967.12","23,967.12","23,967.12","23,967.12","","-0.23%"
"29-12-2022","24,023.53","24,023.53","24,023.53","24,023.53","","0.34%"
"28-12-2022","23,942.23","23,942.23","23,942.23","23,942.23","","0.09%"
"27-12-2022","23,919.81","23,919.81","23,919.81","23,919.81","","0.78%"
"26-12-2022","23,733.97","23,733.97","23,733.97","23,733.97","","1.68%"
"23-12-2022","23,342.13","23,342.13","23,342.13","23,342.13","","-2.50%"
"22-12-2022","23,940.18","23,940.18","23,940.18","23,940.18","","-0.62%"
"21-12-2022","24,089.23","24,089.23","24,089.23","24,089.23","","-1.26%"
"20-12-2022","24,397.44","24,397.44","24,397.44","24,397.44","","-0.18%"
"19-12-2022","24,442.38","24,442.38","24,442.38","24,442.38","","0.76%"
"16-12-2022","24,258.00","24,258.00","24,258.00","24,258.00","","-0.93%"
"15-12-2022","24,486.80","24,486.80","24,486.80","24,486.80","","-1.13%"
"14-12-2022","24,765.99","24,765.99","24,765.99","24,765.99","","0.37%"
"13-12-2022","24,673.99","24,673.99","24,673.99","24,673.99","","0.48%"
"12-12-2022","24,555.31","24,555.31","24,555.31","24,555.31","","0.10%"
"09-12-2022","24,531.62","24,531.62","24,531.62","24,531.62","","-0.62%"
"08-12-2022","24,684.18","24,684.18","24,684.18","24,684.18","","0.31%"
"07-12-2022","24,608.00","24,608.00","24,608.00","24,608.00","","-0.38%"
"06-12-2022","24,702.36","24,702.36","24,702.36","24,702.36","","-0.28%"
"05-12-2022","24,771.15","24,771.15","24,771.15","24,771.15","","0.02%"
"02-12-2022","24,765.44","24,765.44","24,765.44","24,765.44","","-0.25%"
"01-12-2022","24,828.21","24,828.21","24,828.21","24,828.21","","0.36%"
"30-11-2022","24,738.49","24,738.49","24,738.49","24,738.49","","0.85%"
"29-11-2022","24,531.13","24,531.13","24,531.13","24,531.13","","0.18%"
"28-11-2022","24,487.63","24,487.63","24,487.63","24,487.63","","0.36%"
"25-11-2022","24,398.91","24,398.91","24,398.91","24,398.91","","0.30%"
"24-11-2022","24,326.89","24,326.89","24,326.89","24,326.89","","0.92%"
"23-11-2022","24,105.44","24,105.44","24,105.44","24,105.44","","0.19%"
"22-11-2022","24,060.50","24,060.50","24,060.50","24,060.50","","-0.26%"
"18-11-2022","24,124.30","24,124.30","24,124.30","24,124.30","","-0.29%"
"17-11-2022","24,195.57","24,195.57","24,195.57","24,195.57","","-0.42%"
"16-11-2022","24,297.65","24,297.65","24,297.65","24,297.65","","-0.19%"
"15-11-2022","24,345.02","24,345.02","24,345.02","24,345.02","","0.28%"
"14-11-2022","24,277.12","24,277.12","24,277.12","24,277.12","","0.01%"
"11-11-2022","24,275.37","24,275.37","24,275.37","24,275.37","","1.35%"
"10-11-2022","23,950.94","23,950.94","23,950.94","23,950.94","","-0.82%"
"09-11-2022","24,148.28","24,148.28","24,148.28","24,148.28","","-0.30%"
"07-11-2022","24,220.28","24,220.28","24,220.28","24,220.28","","0.54%"
"04-11-2022","24,089.43","24,089.43","24,089.43","24,089.43","","0.30%"
"03-11-2022","24,017.67","24,017.67","24,017.67","24,017.67","","-0.08%"
"02-11-2022","24,037.05","24,037.05","24,037.05","24,037.05","","-0.26%"
"01-11-2022","24,098.84","24,098.84","24,098.84","24,098.84","","0.75%"
"31-10-2022","23,919.76","23,919.76","23,919.76","23,919.76","","1.21%"
"28-10-2022","23,634.83","23,634.83","23,634.83","23,634.83","","-0.02%"
"27-10-2022","23,638.82","23,638.82","23,638.82","23,638.82","","0.62%"
"25-10-2022","23,492.95","23,492.95","23,492.95","23,492.95","","-0.27%"
"24-10-2022","23,555.80","23,555.80","23,555.80","23,555.80","","0.78%"
"21-10-2022","23,373.43","23,373.43","23,373.43","23,373.43","","-0.20%"
"20-10-2022","23,421.44","23,421.44","23,421.44","23,421.44","","0.29%"
"19-10-2022","23,354.01","23,354.01","23,354.01","23,354.01","","0.09%"
"18-10-2022","23,333.17","23,333.17","23,333.17","23,333.17","","1.01%"
"17-10-2022","23,100.15","23,100.15","23,100.15","23,100.15","","0.62%"
"14-10-2022","22,957.38","22,957.38","22,957.38","22,957.38","","0.58%"
"13-10-2022","22,825.98","22,825.98","22,825.98","22,825.98","","-0.67%"
"12-10-2022","22,980.40","22,980.40","22,980.40","22,980.40","","0.73%"
"11-10-2022","22,812.98","22,812.98","22,812.98","22,812.98","","-1.54%"
"10-10-2022","23,168.98","23,168.98","23,168.98","23,168.98","","-0.57%"
"07-10-2022","23,300.77","23,300.77","23,300.77","23,300.77","","-0.11%"
"06-10-2022","23,326.09","23,326.09","23,326.09","23,326.09","","0.58%"
"04-10-2022","23,190.95","23,190.95","23,190.95","23,190.95","","2.24%"
"03-10-2022","22,683.76","22,683.76","22,683.76","22,683.76","","-1.29%"
"30-09-2022","22,979.45","22,979.45","22,979.45","22,979.45","","1.55%"
"29-09-2022","22,627.96","22,627.96","22,627.96","22,627.96","","-0.12%"
"28-09-2022","22,656.00","22,656.00","22,656.00","22,656.00","","-0.72%"
"27-09-2022","22,821.33","22,821.33","22,821.33","22,821.33","","0.01%"
"26-09-2022","22,818.87","22,818.87","22,818.87","22,818.87","","-2.20%"
"23-09-2022","23,333.25","23,333.25","23,333.25","23,333.25","","-1.81%"
"22-09-2022","23,763.44","23,763.44","23,763.44","23,763.44","","-0.16%"
"21-09-2022","23,802.29","23,802.29","23,802.29","23,802.29","","-0.70%"
"20-09-2022","23,971.12","23,971.12","23,971.12","23,971.12","","1.16%"
"19-09-2022","23,696.71","23,696.71","23,696.71","23,696.71","","0.33%"
"16-09-2022","23,618.75","23,618.75","23,618.75","23,618.75","","-2.16%"
"15-09-2022","24,139.94","24,139.94","24,139.94","24,139.94","","-0.31%"
"14-09-2022","24,215.82","24,215.82","24,215.82","24,215.82","","-0.25%"
"13-09-2022","24,276.42","24,276.42","24,276.42","24,276.42","","0.59%"
"12-09-2022","24,133.13","24,133.13","24,133.13","24,133.13","","0.71%"
"09-09-2022","23,962.62","23,962.62","23,962.62","23,962.62","","0.17%"
"08-09-2022","23,921.00","23,921.00","23,921.00","23,921.00","","0.79%"
"07-09-2022","23,732.85","23,732.85","23,732.85","23,732.85","","0.04%"
"06-09-2022","23,722.71","23,722.71","23,722.71","23,722.71","","0.12%"
"05-09-2022","23,693.79","23,693.79","23,693.79","23,693.79","","0.61%"
"02-09-2022","23,550.07","23,550.07","23,550.07","23,550.07","","-0.06%"
"01-09-2022","23,564.70","23,564.70","23,564.70","23,564.70","","-0.74%"
"30-08-2022","23,740.37","23,740.37","23,740.37","23,740.37","","2.35%"
"29-08-2022","23,194.58","23,194.58","23,194.58","23,194.58","","-1.15%"
"26-08-2022","23,465.33","23,465.33","23,465.33","23,465.33","","0.31%"
"25-08-2022","23,392.71","23,392.71","23,392.71","23,392.71","","-0.26%"
"24-08-2022","23,453.99","23,453.99","23,453.99","23,453.99","","0.33%"
"23-08-2022","23,376.55","23,376.55","23,376.55","23,376.55","","0.59%"
"22-08-2022","23,238.86","23,238.86","23,238.86","23,238.86","","-1.54%"
"19-08-2022","23,602.41","23,602.41","23,602.41","23,602.41","","-1.07%"
"18-08-2022","23,858.77","23,858.77","23,858.77","23,858.77","","0.21%"
"17-08-2022","23,809.95","23,809.95","23,809.95","23,809.95","","0.65%"
"16-08-2022","23,657.00","23,657.00","23,657.00","23,657.00","","0.92%"
