"Date","Price","Open","High","Low","Vol.","Change %"
"03-12-2025","37,853.13","37,853.13","37,853.13","37,853.13","","-0.44%"
"02-12-2025","38,022.20","38,022.20","38,022.20","38,022.20","","-0.42%"
"01-12-2025","38,182.16","38,182.16","38,182.16","38,182.16","","-0.05%"
"28-11-2025","38,199.35","38,199.35","38,199.35","38,199.35","","-0.06%"
"27-11-2025","38,222.54","38,222.54","38,222.54","38,222.54","","-0.03%"
"26-11-2025","38,234.47","38,234.47","38,234.47","38,234.47","","1.27%"
"25-11-2025","37,754.36","37,754.36","37,754.36","37,754.36","","-0.08%"
"24-11-2025","37,785.50","37,785.50","37,785.50","37,785.50","","-0.49%"
"21-11-2025","37,970.16","37,970.16","37,970.16","37,970.16","","-0.77%"
"20-11-2025","38,264.88","38,264.88","38,264.88","38,264.88","","0.29%"
"19-11-2025","38,154.25","38,154.25","38,154.25","38,154.25","","0.34%"
"18-11-2025","38,023.56","38,023.56","38,023.56","38,023.56","","-0.54%"
"17-11-2025","38,229.80","38,229.80","38,229.80","38,229.80","","0.50%"
"14-11-2025","38,041.15","38,041.15","38,041.15","38,041.15","","0.09%"
"13-11-2025","38,007.30","38,007.30","38,007.30","38,007.30","","-0.09%"
"12-11-2025","38,040.22","38,040.22","38,040.22","38,040.22","","0.65%"
"11-11-2025","37,794.11","37,794.11","37,794.11","37,794.11","","0.36%"
"10-11-2025","37,656.69","37,656.69","37,656.69","37,656.69","","0.33%"
"07-11-2025","37,532.20","37,532.20","37,532.20","37,532.20","","0.06%"
"06-11-2025","37,510.82","37,510.82","37,510.82","37,510.82","","-0.68%"
"04-11-2025","37,768.49","37,768.49","37,768.49","37,768.49","","-0.57%"
"03-11-2025","37,983.99","37,983.99","37,983.99","37,983.99","","0.43%"
"31-10-2025","37,822.45","37,822.45","37,822.45","37,822.45","","-0.55%"
"30-10-2025","38,030.97","38,030.97","38,030.97","38,030.97","","-0.46%"
"29-10-2025","38,208.18","38,208.18","38,208.18","38,208.18","","0.59%"
"28-10-2025","37,985.14","37,985.14","37,985.14","37,985.14","","-0.12%"
"27-10-2025","38,030.32","38,030.32","38,030.32","38,030.32","","0.70%"
"24-10-2025","37,766.89","37,766.89","37,766.89","37,766.89","","-0.29%"
"23-10-2025","37,876.13","37,876.13","37,876.13","37,876.13","","-0.01%"
"21-10-2025","37,881.08","37,881.08","37,881.08","37,881.08","","0.18%"
"20-10-2025","37,812.39","37,812.39","37,812.39","37,812.39","","0.51%"
"17-10-2025","37,622.31","37,622.31","37,622.31","37,622.31","","0.15%"
"16-10-2025","37,565.29","37,565.29","37,565.29","37,565.29","","0.80%"
"15-10-2025","37,268.03","37,268.03","37,268.03","37,268.03","","0.84%"
"14-10-2025","36,957.77","36,957.77","36,957.77","36,957.77","","-0.66%"
"10-10-2025","37,202.44","37,202.44","37,202.44","37,202.44","","0.41%"
"09-10-2025","37,049.58","37,049.58","37,049.58","37,049.58","","0.57%"
"08-10-2025","36,838.50","36,838.50","36,838.50","36,838.50","","-0.43%"
"07-10-2025","36,998.14","36,998.14","36,998.14","36,998.14","","0.17%"
"06-10-2025","36,934.66","36,934.66","36,934.66","36,934.66","","0.62%"
"03-10-2025","36,708.39","36,708.39","36,708.39","36,708.39","","0.43%"
"01-10-2025","36,549.80","36,549.80","36,549.80","36,549.80","","0.83%"
"30-09-2025","36,248.22","36,248.22","36,248.22","36,248.22","","0.00%"
"29-09-2025","36,248.22","36,248.22","36,248.22","36,248.22","","0.11%"
"26-09-2025","36,206.84","36,206.84","36,206.84","36,206.84","","-1.34%"
"25-09-2025","36,699.82","36,699.82","36,699.82","36,699.82","","-0.67%"
"24-09-2025","36,948.25","36,948.25","36,948.25","36,948.25","","-0.63%"
"23-09-2025","37,182.63","37,182.63","37,182.63","37,182.63","","-0.24%"
"22-09-2025","37,272.18","37,272.18","37,272.18","37,272.18","","-0.45%"
"19-09-2025","37,439.30","37,439.30","37,439.30","37,439.30","","-0.14%"
"18-09-2025","37,490.10","37,490.10","37,490.10","37,490.10","","0.31%"
"17-09-2025","37,372.44","37,372.44","37,372.44","37,372.44","","0.33%"
"16-09-2025","37,251.37","37,251.37","37,251.37","37,251.37","","0.66%"
"15-09-2025","37,006.74","37,006.74","37,006.74","37,006.74","","0.11%"
"12-09-2025","36,965.52","36,965.52","36,965.52","36,965.52","","0.38%"
"11-09-2025","36,825.45","36,825.45","36,825.45","36,825.45","","0.12%"
"10-09-2025","36,780.00","36,780.00","36,780.00","36,780.00","","0.55%"
"09-09-2025","36,580.32","36,580.32","36,580.32","36,580.32","","0.31%"
"08-09-2025","36,467.99","36,467.99","36,467.99","36,467.99","","0.22%"
"05-09-2025","36,388.38","36,388.38","36,388.38","36,388.38","","0.04%"
"04-09-2025","36,373.30","36,373.30","36,373.30","36,373.30","","-0.18%"
"03-09-2025","36,439.98","36,439.98","36,439.98","36,439.98","","0.62%"
"02-09-2025","36,216.30","36,216.30","36,216.30","36,216.30","","0.05%"
"01-09-2025","36,198.88","36,198.88","36,198.88","36,198.88","","1.12%"
"29-08-2025","35,799.38","35,799.38","35,799.38","35,799.38","","-0.35%"
"28-08-2025","35,924.50","35,924.50","35,924.50","35,924.50","","-1.00%"
"26-08-2025","36,286.08","36,286.08","36,286.08","36,286.08","","-1.23%"
"25-08-2025","36,737.52","36,737.52","36,737.52","36,737.52","","0.27%"
"22-08-2025","36,639.05","36,639.05","36,639.05","36,639.05","","-0.62%"
"21-08-2025","36,869.09","36,869.09","36,869.09","36,869.09","","-0.02%"
"20-08-2025","36,875.67","36,875.67","36,875.67","36,875.67","","0.33%"
"19-08-2025","36,753.67","36,753.67","36,753.67","36,753.67","","0.59%"
"18-08-2025","36,537.05","36,537.05","36,537.05","36,537.05","","1.11%"
"14-08-2025","36,135.65","36,135.65","36,135.65","36,135.65","","0.53%"
"12-08-2025","35,945.46","35,945.46","35,945.46","35,945.46","","-0.24%"
"11-08-2025","36,032.97","36,032.97","36,032.97","36,032.97","","0.85%"
"08-08-2025","35,729.39","35,729.39","35,729.39","35,729.39","","-1.10%"
"07-08-2025","36,126.45","36,126.45","36,126.45","36,126.45","","0.12%"
"06-08-2025","36,081.74","36,081.74","36,081.74","36,081.74","","-0.57%"
"05-08-2025","36,288.64","36,288.64","36,288.64","36,288.64","","0.56%"
"01-08-2025","36,086.49","36,086.49","36,086.49","36,086.49","","-1.03%"
"31-07-2025","36,461.71","36,461.71","36,461.71","36,461.71","","-0.51%"
"30-07-2025","36,647.67","36,647.67","36,647.67","36,647.67","","0.11%"
"29-07-2025","36,605.74","36,605.74","36,605.74","36,605.74","","0.71%"
"28-07-2025","36,349.32","36,349.32","36,349.32","36,349.32","","-0.72%"
"25-07-2025","36,612.62","36,612.62","36,612.62","36,612.62","","-1.19%"
"24-07-2025","37,054.58","37,054.58","37,054.58","37,054.58","","-0.54%"
"23-07-2025","37,254.92","37,254.92","37,254.92","37,254.92","","0.46%"
"22-07-2025","37,083.15","37,083.15","37,083.15","37,083.15","","-0.25%"
"21-07-2025","37,174.68","37,174.68","37,174.68","37,174.68","","0.44%"
"18-07-2025","37,010.28","37,010.28","37,010.28","37,010.28","","-0.58%"
"17-07-2025","37,225.68","37,225.68","37,225.68","37,225.68","","-0.22%"
"16-07-2025","37,309.40","37,309.40","37,309.40","37,309.40","","0.11%"
"15-07-2025","37,270.09","37,270.09","37,270.09","37,270.09","","0.60%"
"14-07-2025","37,047.20","37,047.20","37,047.20","37,047.20","","0.11%"
"11-07-2025","37,005.03","37,005.03","37,005.03","37,005.03","","-0.80%"
"10-07-2025","37,302.43","37,302.43","37,302.43","37,302.43","","-0.36%"
"09-07-2025","37,438.19","37,438.19","37,438.19","37,438.19","","-0.06%"
"08-07-2025","37,461.97","37,461.97","37,461.97","37,461.97","","0.09%"
"07-07-2025","37,426.49","37,426.49","37,426.49","37,426.49","","-0.04%"
"04-07-2025","37,443.20","37,443.20","37,443.20","37,443.20","","0.19%"
"03-07-2025","37,371.00","37,371.00","37,371.00","37,371.00","","-0.11%"
"02-07-2025","37,411.42","37,411.42","37,411.42","37,411.42","","-0.29%"
"01-07-2025","37,519.71","37,519.71","37,519.71","37,519.71","","-0.01%"
"30-06-2025","37,522.38","37,522.38","37,522.38","37,522.38","","-0.01%"
"27-06-2025","37,526.73","37,526.73","37,526.73","37,526.73","","0.53%"
"26-06-2025","37,329.53","37,329.53","37,329.53","37,329.53","","0.95%"
"25-06-2025","36,979.23","36,979.23","36,979.23","36,979.23","","0.79%"
"24-06-2025","36,687.65","36,687.65","36,687.65","36,687.65","","0.49%"
"23-06-2025","36,507.74","36,507.74","36,507.74","36,507.74","","-0.16%"
"20-06-2025","36,565.82","36,565.82","36,565.82","36,565.82","","1.22%"
"19-06-2025","36,123.39","36,123.39","36,123.39","36,123.39","","-0.70%"
"18-06-2025","36,379.40","36,379.40","36,379.40","36,379.40","","-0.24%"
"17-06-2025","36,468.69","36,468.69","36,468.69","36,468.69","","-0.49%"
"16-06-2025","36,648.19","36,648.19","36,648.19","36,648.19","","0.83%"
"13-06-2025","36,348.18","36,348.18","36,348.18","36,348.18","","-0.60%"
"12-06-2025","36,568.42","36,568.42","36,568.42","36,568.42","","-1.25%"
"11-06-2025","37,030.15","37,030.15","37,030.15","37,030.15","","-0.01%"
"10-06-2025","37,032.96","37,032.96","37,032.96","37,032.96","","0.05%"
"09-06-2025","37,016.25","37,016.25","37,016.25","37,016.25","","0.71%"
"06-06-2025","36,753.75","36,753.75","36,753.75","36,753.75","","1.01%"
"05-06-2025","36,386.82","36,386.82","36,386.82","36,386.82","","0.56%"
